grapes,region,country,winery,rating 
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Roberto Mazzi,4.3
[Riesling],Mosel,Tyskland,Heymann-Löwenstein,4.2
[Tempranillo],Ribera del Duero,Spanien,Resalte,4.1
[Merlot],Napa Valley,USA,Freemark Abbey,3.9
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Poderi del Paradiso,4.4
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine Galévan,4.1
[Riesling],Nahe,Tyskland,Emrich-Schönleber,4.2
[Riesling],Pfalz,Tyskland,Knipser,4.2
[Sauvignon Blanc],Südsteiermark,Østrig,Sattlerhof,4.1
[Nebbiolo],Barolo,Italien,Marcarini,4
[Pinot Noir],Santenay,Frankrig,Domaine Borgeot,3.8
[Pinot Noir],Pfalz,Tyskland,Philipp Kuhn,4.1
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Antolini,4.3
"[Shiraz/Syrah,Viognier]",Côte-Rôtie,Frankrig,Yves Cuilleron,4.2
[Nebbiolo],Barolo,Italien,Giacomo Grimaldi,4.1
[Blaufränkisch],Burgenland,Østrig,Umathum,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,J. Charpentier,3.8
"[Sauvignon Blanc,Sémillon,Muscadelle]",Bordeaux,Frankrig,Château Valandraud,3.9
[Pinot Noir],Maranges,Frankrig,Quentin Jeannot,3.9
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Crasto,4.1
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Piemonte,Italien,Vigneti Massa,4.1
[Chardonnay],Greyton,Sydafrika,Lismore,4.5
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Listrac-Médoc,Frankrig,Château Clarke,4
"[Baga,Castelao]",Alenquer,Portugal,Quinta do Pinto,3.9
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Meyre,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Médoc,Frankrig,Château le Reysse,4.1
[Pinot Noir],Hemel-en-Aarde Valley,Sydafrika,Hamilton Russell Vineyards,4.1
[Tempranillo],Ribera del Duero,Spanien,Territorio Luthier,4.3
"[Sauvignon Blanc,Sémillon,Muscadelle]",Sauternes,Frankrig,Château Filhot,4.2
[Nebbiolo],Barolo,Italien,Cascina Adelaide,4.1
"[Corvina,Rondinella,Corvinone]",Valpolicella,Italien,Tenuta Chiccheri,3.8
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Grand Mayne,4.1
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Bodegas Valdemar,4
"[Shiraz/Syrah,Grenache,Cinsault]",Bandol,Frankrig,Château de Pibarnon,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Clos Marsalette,4
[Shiraz/Syrah],Cornas,Frankrig,Lombard,3.8
[Nebbiolo],Barolo,Italien,Sordo,3.9
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Haut Gravet,3.9
[Nebbiolo],Barolo,Italien,Giacomo Grimaldi,4.1
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Crasto,4.1
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Piemonte,Italien,Vigneti Massa,4.1
[Pinot Noir],Gevrey-Chambertin,Frankrig,Domaine des Beaumont,4.1
[Riesling],Nahe,Tyskland,Emrich-Schönleber,4.2
[Pinot Noir],Baden,Tyskland,Salwey,4
[Nebbiolo],Barbaresco,Italien,Francesco Versio,4
[Cabernet Sauvignon],Curico Valley,Chile,Miguel Torres Chile,4.2
[Pinot Noir],Maranges,Frankrig,Domaine Bachey-Legros,4.1
[Chardonnay],Marsannay,Frankrig,René Bouvier,3.9
[Pinot Noir],Baden,Tyskland,Bernhard Huber,4
[Chenin Blanc],Savennières,Frankrig,Nicolas Joly,4
[Riesling],Nahe,Tyskland,Dönnhoff,4.1
[Pinot Noir],Ahr,Tyskland,Meyer - Näkel,4.1
"[Sauvignon Blanc,Sémillon,Muscadelle]",Pessac-Léognan,Frankrig,Château Smith Haut-Lafitte,3.9
[Riesling],Pfalz,Tyskland,Ökonomierat Rebholz,4.2
[Zweigelt],Burgenland,Østrig,Umathum,4.1
[Riesling],Mosel,Tyskland,FIO,3.9
[Pinot Noir],Pfalz,Tyskland,Knipser,4.3
[Pinot Noir],Mercurey,Frankrig,Albert Sounit,4.1
[Nebbiolo],Barolo,Italien,Sordo,4
[Riesling],Pfalz,Tyskland,Ökonomierat Rebholz,4.2
[Shiraz/Syrah],Sta. Rita Hills,USA,Ampelos,4
[Pinot Noir],Nuits-Saint-Georges,Frankrig,Domaine Daniel Rion & Fils,4
[Sauvignon Blanc],Südsteiermark,Østrig,Sattlerhof,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,J. Lassalle,4.4
[Nebbiolo],Barbaresco,Italien,Cantina del Pino,4.1
[Cabernet Franc],Stellenbosch,Sydafrika,Keermont,4.2
[Pinotage],Voor Paardeberg,Sydafrika,Vondeling Wines,4.3
[Pinot Noir],Baden,Tyskland,Salwey,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Barde-Haut,4
[Nebbiolo],Barolo,Italien,Sobrero,4.3
[Pinot Noir],Elgin,Sydafrika,Kershaw,4.2
"[Chenin Blanc,Sauvignon Blanc]",Sancerre,Frankrig,Domaine Vacheron,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Médoc,Frankrig,Château La Cardonne,3.8
[Nebbiolo],Barbaresco,Italien,Luigi Oddero,3.9
[Grenache],Madrid,Spanien,Bernabeleva,3.7
[Pinot Noir],Nuits-Saint-Georges,Frankrig,Michel Gros,4
[Gamay],Fleurie,Frankrig,Julie Balagny,4
[Nebbiolo],Barbaresco,Italien,Montaribaldi,4.1
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Piaggia,4.2
[Nebbiolo],Barolo,Italien,Bovio,4.2
[Pinot Noir],Mercurey 1er Cru 'Les Naugues',Frankrig,Domaine Jeannin Naltet,3.9
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,G. Tribaut,4.2
[Nebbiolo],Barolo,Italien,Vite Colte,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Tellier,4.1
"[Grenache Blanc,Bourboulenc]",La Clape,Frankrig,Château l'Hospitalet,4.1
[Riesling],Nahe,Tyskland,Emrich-Schönleber,4.2
[Pinot Noir],Baden,Tyskland,Ziereisen,4.1
[Pinot Noir],Bourgogne,Frankrig,Alex Gambal,3.8
[Cabernet Sauvignon],Penedès,Spanien,Familia Torres,4.2
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Santenay,Frankrig,Domaine Bachey-Legros,4.1
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Contea di Sclafani,Italien,Tasca d'Almerita,4.2
[Pinot Noir],Russian River Valley,USA,Bogle,3.9
[Pinot Gris],Alsace Grand Cru 'Brand',Frankrig,Josmeyer,4.2
[Riesling],Mosel,Tyskland,Maximin Grünhaus,4.1
[Riesling],Nahe,Tyskland,Emrich-Schönleber,4.2
[Grüner Veltliner],Wachau,Østrig,Frischengruber,4.3
[Pinot Noir],Overberg,Sydafrika,Crystallum,4.2
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Saint-Aubin Premier Cru,Frankrig,Joseph Drouhin,4
[Blaufränkisch],Südburgenland,Østrig,Groszer Wein,4
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Olivier Horiot,4.1
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Santenay,Frankrig,Louis Jadot,4
"[Chardonnay,Aligoté]",Pouilly-Fuissé,Frankrig,Château Fuissé,4.1
[Riesling],Alsace,Frankrig,Marcel Deiss,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Bollinger,4.3
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Deutz,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Cramant',Frankrig,Diebolt - Vallois,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Duval-Leroy,3.8
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Le Mesnil-sur-Oger',Frankrig,Pierre Moncuit,4
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,La Rioja Alta,4.3
[Cabernet Sauvignon],Horse Heaven Hills,USA,Chateau Ste. Michelle,3.9
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Cattier,3.8
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Boizel,3.8
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Ployez-Jacquemart,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Drappier,4
[Chardonnay],Napa Valley,USA,Black Stallion,4
"[Shiraz/Syrah,Cabernet Sauvignon,Cariñena,Garnacha]",Montsant,Spanien,Acustic Celler,3.9
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Champagne de Saint-Gall,3.9
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Champagne de Saint-Gall,3.9
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Belgrave,4
[Cabernet Sauvignon],Franschhoek,Sydafrika,Boekenhoutskloof,4.3
[Cabernet Sauvignon],Franschhoek,Sydafrika,Boekenhoutskloof,4.3
[Zinfandel],Dry Creek Valley,USA,Ridge Vineyards,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Carbonnieux,4
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Philippe Prié,3.9
[Shiraz/Syrah],Swartland,Sydafrika,Boekenhoutskloof,4.2
[Shiraz/Syrah],Barossa Valley,Australien,Two Hands,4.2
[Cabernet Sauvignon],Franschhoek,Sydafrika,Boekenhoutskloof,4.3
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Château de Nalys,4.2
"[Verdelho,Sercial,Malmsey,Boal Branco,Terrantez]",Madeira,Portugal,Barbeito,4.1
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Pietradolce,3.9
"[Verdelho,Sercial,Malmsey,Boal Branco,Terrantez]",Madeira,Portugal,Barbeito,4.1
"[Verdelho,Sercial,Malmsey,Boal Branco,Terrantez]",Madeira,Portugal,Barbeito,4
[Shiraz/Syrah],Swartland,Sydafrika,Boekenhoutskloof,4.2
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Passopisciaro,4
[Tempranillo],Ribera del Duero,Spanien,Bodegas Valduero,4.3
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Lugana,Italien,Zenato,4.2
[Tempranillo],Ribera del Duero,Spanien,Casa Rojo,4.1
[Sangiovese],Brunello di Montalcino,Italien,Altesino,4.2
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine des Sénéchaux,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Calon-Ségur,3.9
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Gaja,4.1
[Shiraz/Syrah],Swartland,Sydafrika,Boekenhoutskloof,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Forget Chemin,3.9
[Tempranillo],Castilla y León,Spanien,Bodegas Mauro,4.3
[Shiraz/Syrah],Swartland,Sydafrika,Boekenhoutskloof,4.2
[Chardonnay],Chablis,Frankrig,Olivier Leflaive,3.9
[Cabernet Sauvignon],Napa Valley,USA,Starmont,3.9
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Colchagua Valley,Chile,Viu Manent,4.3
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Friuli Isonzo,Italien,Vie di Romans,4.2
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Fonterutoli,4.1
[Cabernet Sauvignon],Franschhoek,Sydafrika,Boekenhoutskloof,4.3
[Sangiovese],Brunello di Montalcino,Italien,Mastrojanni,4.2
[Chardonnay],Patagonia,Argentina,Chacra,4.2
[Barbera],Barbera d'Alba,Italien,Aldo Conterno,4.1
[Barbera],Barbera d'Asti,Italien,Scarpa,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château La Cabanne,3.9
[Nebbiolo],Barolo,Italien,Luigi Einaudi,4.1
[Nebbiolo],Langhe,Italien,Reverdito,3.8
[Shiraz/Syrah],Swartland,Sydafrika,Boekenhoutskloof,4.2
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône-Villages 'Seguret',Frankrig,Mourchon,3.8
[Chardonnay],Patagonia,Argentina,Chacra,4.2
[Mourvedre],Jumilla,Spanien,Juan Gil,4.5
[Chardonnay],Patagonia,Argentina,Chacra,4.2
[Chardonnay],Tunuyán,Argentina,Viña Cobos,4.4
[Shiraz/Syrah],McLaren Vale,Australien,Two Hands,4.2
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Boekenhoutskloof,4.4
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Petra,4.2
[Shiraz/Syrah],Saint-Joseph,Frankrig,E. Guigal,4.2
[Nebbiolo],Barbaresco,Italien,Michele Chiarlo,4
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Monmarthe,3.9
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Taylor's,4.3
"[Shiraz/Syrah,Grenache,Mourvedre]",Jumilla,Spanien,Casa Castillo,4
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Boekenhoutskloof,4.4
[Sangiovese],Brunello di Montalcino,Italien,Lazzeretti,4.3
[Malbec],Mendoza,Argentina,Mendel,4.3
[Tannat],Maldonado,Uruguay,Bodega Garzón,4.4
[Shiraz/Syrah],Swartland,Sydafrika,Boekenhoutskloof,4.2
[Verdejo],Castilla y León,Spanien,Tomás Postigo,4.2
[Nebbiolo],Langhe,Italien,E. Pira & Figli,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Tupungato,Argentina,Riglos,4.2
[Cabernet Sauvignon],Dominio de Valdepusa,Spanien,Marqués de Griñon,4.1
[Pinot Noir],Napa Valley,USA,Belle Glos,4.4
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Le Salette,4.3
[Chardonnay],Napa Valley,USA,Stag's Leap Wine Cellars,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Baron Albert,4
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Venezia Giulia,Italien,Lis Neris,4
[Tempranillo],Ribera del Duero,Spanien,Telmo Rodriguez,4.2
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Mas Doix,4.1
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella,Italien,Pietro Zardini,4.3
[Chardonnay],Chablis 1er Cru 'Vau de Vey',Frankrig,Jean-Marc Brocard,4
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Boekenhoutskloof,4.4
[Moscatel de Alejandría],Setúbal,Portugal,Sociedade Vinicola de Palmela,4.1
[Pinot Noir],Marsannay,Frankrig,Charles Audoin,4
[Pinot Noir],Sydtyrol - Alto Adige,Italien,Tramin,4.1
[Tempranillo],Ribera del Duero,Spanien,Telmo Rodriguez,4.2
[Shiraz/Syrah],Saint-Joseph,Frankrig,Louis Chèze,4.3
[Tempranillo],Ribera del Duero,Spanien,Pinea,4.4
[Riesling],Mosel,Tyskland,Clemens Busch,4.2
[Shiraz/Syrah],Saint-Joseph,Frankrig,E. Guigal,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",England,Storbritannien,Simpsons,4.1
[Grenache],Cariñena,Spanien,Mas de Mancuso,4.1
[Pinot Noir],Willamette Valley,USA,Erath,3.7
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Arceno,4.3
[Nebbiolo],Langhe,Italien,E. Pira & Figli,4
[Riesling],Alsace Grand Cru,Frankrig,Domaine Weinbach,4.2
[Pinot Noir],Elgin,Sydafrika,Paul Cluver,4.2
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Savigny-lès-Beaune,Frankrig,Domaine de la Vougeraie,4.2
[Riesling],Alsace Grand Cru,Frankrig,Domaine Weinbach,4.2
"[Sangiovese,Montepulciano]",Rosso Conero Riserva,Italien,Umani Ronchi,4.2
[Shiraz/Syrah],Barossa Valley,Australien,Two Hands,4.2
[Riesling],Alsace,Frankrig,Domaine Weinbach,4.2
[Montepulciano],Montepulciano d'Abruzzo,Italien,Torre dei Beati,4.1
[Chardonnay],Walker Bay,Sydafrika,Creation,4
[Shiraz/Syrah],Saint-Joseph,Frankrig,E. Guigal,4.2
[Shiraz/Syrah],Barossa Valley,Australien,Kaesler,4.1
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Portal del Priorat,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Bellevue de Tayac,4.1
"[Shiraz/Syrah,Grenache,Mourvedre]",Gigondas,Frankrig,Domaine des Bosquets,4.3
[Pinot Noir],Savigny-lès-Beaune Premier Cru,Frankrig,Domaine de la Vougeraie,4.1
[Chardonnay],Chablis 1er Cru 'Fourchaume',Frankrig,La Chablisienne,4.1
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Tardieu-Laurent,4.1
[Grüner Veltliner],Wachau,Østrig,Weingut Knoll,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Bellevue de Tayac,4.1
"[Chardonnay,Gewürztraminer,Riesling,Grauburgunder,Silvaner,Kerner,Weissburgunder,Huxelrebe]",Mosel,Tyskland,Markus Molitor,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Mandois,4.2
"[Shiraz/Syrah,Grenache,Mourvedre]",Gigondas,Frankrig,Pierre Amadieu,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Haut-Bages Monpelou,4.1
[Shiraz/Syrah],Clare Valley,Australien,Two Hands,4.2
[Riesling],Alsace Grand Cru,Frankrig,Domaine Weinbach,4.2
[Nebbiolo],Langhe,Italien,E. Pira & Figli,4
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Podere San Cristoforo,4.1
[Tempranillo],Toro,Spanien,Alonso del Yerro,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château du Domaine de l'Eglise,4.1
[Chardonnay],Santa Barbara County,USA,Au Bon Climat,4.1
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Aglianico del Vulture,Italien,Paternoster,3.9
[Riesling],Mosel,Tyskland,Clemens Busch,4.2
"[Chardonnay,Aligoté]",Saint-Véran,Frankrig,La Soufrandière,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Calon-Ségur,3.9
[Montepulciano],Montepulciano d'Abruzzo,Italien,Torre dei Beati,4.1
[Shiraz/Syrah],Saint-Joseph,Frankrig,Louis Chèze,4.3
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Château de Nalys,4.2
"[Shiraz/Syrah,Grenache,Mourvedre]",Costers del Segre,Spanien,Costers del Sió,4.2
[Shiraz/Syrah],Eden Valley,Australien,Two Hands,4.1
[Pinot Gris],Alsace,Frankrig,Domaine Weinbach,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Forget-Brimont,4
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Costa Toscana,Italien,Tenuta di Ghizzano,3.6
[Nebbiolo],Barbaresco,Italien,Lodali,4.2
[Chardonnay],Arbois,Frankrig,Domaine du Pelican,4.1
[Shiraz/Syrah],Barossa Valley,Australien,Kaesler,4.1
[Riesling],Alsace Grand Cru,Frankrig,Domaine Weinbach,4.2
[Pinot Noir],Sydtyrol - Alto Adige,Italien,Andrian,4.1
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Boekenhoutskloof,4.4
[Riesling],Alsace Grand Cru,Frankrig,Domaine Weinbach,4.2
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Venezia Giulia,Italien,Damijan Podversic,4.1
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Crasà - SRC,4.1
[Nebbiolo],Barolo,Italien,Lodali,4.3
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Fonterutoli,4.1
[Tempranillo],Ribera del Duero,Spanien,Garmón,4.3
"[Chardonnay,Aligoté]",Pouilly-Vinzelles,Frankrig,La Soufrandière,4.1
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Crasà - SRC,4.1
[Shiraz/Syrah],Eden Valley,Australien,Two Hands,4.1
[Pinot Noir],Santa Maria Valley,USA,Lucas & Lewellen,4.1
[Grenache],Méntrida,Spanien,Canopy,3.9
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Zisola,4.1
[Nebbiolo],Barolo,Italien,Gian Piero Marrone,4.2
[Moscatel de Alejandría],Douro,Portugal,Quinta do Portal,4.2
[Riesling],Mosel,Tyskland,Clemens Busch,4.2
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Tardieu-Laurent,4.1
"[Chardonnay,Pinot Gris,Pinot Noir,Roussanne,Pinot Blanc,Auxerrois]",Crémant de Bourgogne,Frankrig,Albert Sounit,3.8
[Gewürztraminer],Alsace,Frankrig,Domaine Weinbach,4.1
[Riesling],Alsace Grand Cru 'Kirchberg de Ribeauville',Frankrig,Henry Fuchs,4.1
"[Shiraz/Syrah,Grenache,Mourvedre]",Gigondas,Frankrig,Château de Saint Cosme,4.1
[Chenin Blanc],Savennières,Frankrig,Domaine des Baumard,4.1
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Côte de Beaune,Frankrig,Emmanuel Giboulot,3.9
"[Nebbiolo,Barbera,Dolcetto]",Langhe,Italien,Conterno Fantino,4.1
"[Chardonnay,Aligoté]",Pouilly-Vinzelles,Frankrig,La Soufrandière,4.1
[Riesling],Wehlen,Tyskland,Joh. Jos. Prüm,4.3
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine Tour Saint-Michel,4.1
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Palmer,3.7
"[Sangiovese,Montepulciano]",Colline Pescaresi,Italien,Castorani,4.2
[Pinot Noir],Sydtyrol - Alto Adige,Italien,Andrian,4.1
[Chenin Blanc],Vouvray,Frankrig,Domaine Huet,4.2
"[Viognier,Roussanne,Marsanne]",Saint-Joseph,Frankrig,E. Guigal,4.1
"[Shiraz/Syrah,Grenache,Cinsault]",Côtes de Provence,Frankrig,Château Sainte Marguerite,4.3
"[Chardonnay,Aligoté]",Pouilly-Vinzelles,Frankrig,La Soufrandière,4.1
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine de la Graveirette,4.1
"[Chardonnay,Aligoté]",Pouilly-Fuissé,Frankrig,Bret Brothers,4
[Chardonnay],Arbois,Frankrig,Domaine du Pelican,4.1
[Shiraz/Syrah],Swartland,Sydafrika,Boekenhoutskloof,4.2
[Pinot Gris],Alsace Grand Cru 'Sonnenglanz',Frankrig,Bott-Geyl,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château La Grace Fonrazade,4.3
[Riesling],Mosel,Tyskland,Clemens Busch,4.2
"[Shiraz/Syrah,Grenache,Cinsault]",Côtes de Provence,Frankrig,Château Henri Bonnaud,3.7
[Chardonnay],Bourgogne Aligoté,Frankrig,Domaine Marquis d'Angerville,3.9
"[Viognier,Roussanne,Marsanne]",Saint-Joseph,Frankrig,E. Guigal,4.1
"[Chardonnay,Aligoté]",Rully,Frankrig,Albert Sounit,4.1
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta de Santa Eufémia,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château La Cabanne,3.9
[Chenin Blanc],Saumur,Frankrig,Clos de l'Écotard,4.3
[Grenache],Cannonau di Sardegna,Italien,Teularju,4
[Pinot Noir],Côte de Nuits Villages,Frankrig,Domaine Hoffmann-Jayer,4.1
[Viognier],Condrieu,Frankrig,Domaine Rostaing,3.9
[Nebbiolo],Barolo,Italien,Luigi Einaudi,4.2
[Chardonnay],Arbois,Frankrig,Domaine du Pelican,4.2
[Chenin Blanc],Saumur,Frankrig,Domaine des Roches Neuves,4
"[Chardonnay,Aligoté]",Pouilly-Fuissé,Frankrig,La Soufrandière,4.1
[Chardonnay],Arbois,Frankrig,Domaine du Pelican,4.1
[Pinot Gris],Alsace,Frankrig,Domaine Weinbach,4.2
[Malbec],Lunlunta,Argentina,Tres 14,4.2
[Pinot Noir],Yarra Valley,Australien,Soumah,4.2
[Verdejo],Rueda,Spanien,José Pariente,4.3
[Tempranillo],Ribera del Duero,Spanien,Figuero,4.1
[Sangiovese],Brunello di Montalcino,Italien,Abbadia Ardenga,4.3
[Pinot Noir],Santenay,Frankrig,Caroline Morey,3.9
[Pinot Noir],Rheingau,Tyskland,Weingut Krone,3.9
[Viura],Rioja,Spanien,Alonso & Pedrajo,4
[Pinot Noir],Alsace,Frankrig,Domaine Pfister,3.9
[Pinot Noir],Volnay,Frankrig,Domaine Jean-Marc Bouley,4.1
