grapes,region,country,winery,rating 
"[Chenin Blanc,Sauvignon Blanc]",Øvre Loire,Frankrig,Hubert Brochard,3.9
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Messias,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château Bonalgue,4.2
[Sangiovese],Brunello di Montalcino,Italien,La Fornace,4.3
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Santenay 1er Cru 'Clos Rousseau',Frankrig,Prieur-Brunet,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Couhins-Lurton,4
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru,Frankrig,Billecart-Salmon,4.4
[Sangiovese],Brunello di Montalcino,Italien,Tenuta CastelGiocondo,4.3
[Sangiovese],Brunello di Montalcino,Italien,Antinori,4.3
[Nebbiolo],Gattinara,Italien,Nervi,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",San Carlos,Argentina,El Enemigo,4.5
[Cabernet Sauvignon],Napa Valley,USA,Raymond,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Talbot,4.2
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta do Portal,3.7
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Marc Hébrart,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Malartic-Lagravière,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Laroque,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Léoville Las Cases,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Lynch-Moussas,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pichon Baron,4
[Nebbiolo],Barolo,Italien,Rivetto,4.3
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Langhe,Italien,Gaja,4.3
[Pinot Noir],Sonoma Coast,USA,Joseph Phelps,4.2
[Cabernet Sauvignon],Napa Valley,USA,Turnbull,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Branaire-Ducru,4.1
"[Shiraz/Syrah,Cabernet Sauvignon,Merlot,Zinfandel]",Napa Valley,USA,Forward Kidd,4.1
[Tempranillo],Ribera del Duero,Spanien,Carmelo Rodero,4.5
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Ferrer Bobet,4.3
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château du Tertre,4.1
[Nebbiolo],Barolo,Italien,G.D. Vajra,4.3
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Grand-Puy Ducasse,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Valandraud,4.2
[Nebbiolo],Barolo,Italien,Cavallotto,4.2
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine de la Janasse,4.3
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Marquis d'Alesme,4
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Billecart-Salmon,4.3
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Durfort-Vivens,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Lynch-Moussas,4.1
[Sangiovese],Brunello di Montalcino,Italien,La Rasina,4.3
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Castellare,4.4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Fonplégade,4
"[Nebbiolo,Barbera,Dolcetto]",Verona,Italien,Allegrini,4.3
"[Sauvignon Blanc,Sémillon,Muscadelle]",Barsac,Frankrig,Château Coutet,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château Petit-Village,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Branaire-Ducru,4.1
"[Chenin Blanc,Sauvignon Blanc]",Pouilly-Fumé,Frankrig,Henri Bourgeois,4.1
"[Nebbiolo,Barbera,Dolcetto]",Verona,Italien,Allegrini,4.3
[Sangiovese],Brunello di Montalcino,Italien,Lisini,4.3
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Médoc,Frankrig,Château Mauvesin Barton,3.7
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Tua Rita,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château Beauregard,4.1
[Nebbiolo],Barolo,Italien,Rocche dei Manzoni,4.3
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Giscours,4.2
[Chardonnay],Chablis,Frankrig,Domaine Gueguen,3.9
"[Verdelho,Sercial,Malmsey,Boal Branco,Terrantez]",Madeira,Portugal,Henriques & Henriques,4.3
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Rauzan-Gassies,4.1
[Shiraz/Syrah],Cornas,Frankrig,Jean-Luc Colombo,4.1
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Meursault,Frankrig,Rémi Jobard,4.2
"[Sauvignon Blanc,Sémillon,Muscadelle]",Bordeaux,Frankrig,Château Talbot,3.9
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Magdelaine,4.3
[Chardonnay],Bourgogne,Frankrig,Lucien le Moine,4.3
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Begali Lorenzo,4.3
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Krohn,4.3
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Faro,Italien,Palari,4.2
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Krohn,4.3
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Pégo,4.1
"[Palomino,Moscato,Pedro Ximenez]",Amontillado Sherry,Spanien,Equipo Navazos,4.5
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru,Frankrig,J.M.Labruyere,4.1
"[Nebbiolo,Barbera,Dolcetto]",Boca,Italien,Le Piane,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Waiheke Island,New Zealand,Man O' War,4.2
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Offley,4.1
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Buondonno,4
[Viura],Rioja,Spanien,Remelluri,4.2
[Pinot Noir],Gevrey-Chambertin,Frankrig,Domaine Antonin Guyon,4.2
[Shiraz/Syrah],Colchagua Valley,Chile,Montes,4.4
[Pinot Noir],Chambolle-Musigny,Frankrig,David Duband,4.1
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,C. da Silva,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Kirwan,4.2
[Pinot Noir],Chassagne-Montrachet,Frankrig,Vincent & Sophie Morey,4.2
"[Shiraz/Syrah,Cabernet Sauvignon,Merlot]",Columbia Valley,USA,Long Shadows,4.3
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Begali Lorenzo,4.3
[Nebbiolo],Barolo,Italien,Michele Chiarlo,4.2
[Nebbiolo],Barolo,Italien,Castello di Verduno,4.1
[Pinot Noir],Savigny-lès-Beaune Premier Cru,Frankrig,Domaine Tollot-Beaut,4.2
[Nebbiolo],Barolo,Italien,Michele Chiarlo,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Siran,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Clos Dubreuil,4.2
[Pinot Noir],Vosne-Romanée,Frankrig,Seguin-Manuel,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Kirwan,4.2
[Pinot Gris],Alsace Grand Cru,Frankrig,Domaine Zind Humbrecht,4.3
"[Chardonnay,Aligoté]",Pouilly-Fuissé,Frankrig,J.A. Ferret,4.3
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Chassagne-Montrachet,Frankrig,Jean Marc Pillot,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château La Croix de Gay,4.1
[Gewürztraminer],Alsace Grand Cru 'Altenberg de Bergheim',Frankrig,Marcel Deiss,4.4
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Manincor,3.9
[Chenin Blanc],Savennières,Frankrig,Damien Laureau,4.1
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Chassagne-Montrachet,Frankrig,Vincent & Sophie Morey,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Siran,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Batailley,4.2
[Pinot Noir],Auxey-Duresses,Frankrig,Domaine de Chassorney,4.1
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Château La Nerthe,4.2
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,C. da Silva,4.1
[Pinot Noir],Central Otago,New Zealand,Valli,4.2
[Pinot Noir],Pfalz,Tyskland,Friedrich Becker,4.1
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Sandeman,4.4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Fleur Cardinale,4.2
[Sangiovese],Brunello di Montalcino,Italien,Banfi,4.2
[Nebbiolo],Barolo,Italien,Michele Chiarlo,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Lussac-Saint-Émilion,Frankrig,Château Saint Pierre,3.5
[Sangiovese],Brunello di Montalcino,Italien,Fornacina,4.4
[Pinot Noir],Patagonia,Argentina,Chacra,3.9
[Pinot Noir],Marsannay,Frankrig,Domaine Denis Mortet,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Clos Dubreuil,4.2
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Chassagne-Montrachet 1er Cru 'Les Chaumes',Frankrig,Vincent Girardin,4.3
"[Sangiovese,Canaiolo Nero]",Vino Nobile di Montepulciano,Italien,Valdipiatta,4.1
[Nebbiolo],Barolo,Italien,Pecchenino,4.2
[Pinot Noir],Vosne-Romanée,Frankrig,Gille,4.1
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Fuligni,4.1
[Riesling],Rheingau,Tyskland,Schloss Johannisberg,4.3
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Riecine,4.2
[Chardonnay],Chablis,Frankrig,Château de Béru,4.2
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Vista Alegre,4.1
"[Shiraz/Syrah,Grenache,Mourvedre]",Minervois,Frankrig,Khalkhal-Pamies,4.6
[Chardonnay],Sta. Rita Hills,USA,GoGi,4.1
[Nebbiolo],Barbaresco,Italien,Demarie,4.2
"[Chenin Blanc,Sauvignon Blanc]",Sancerre,Frankrig,Domaine du Nozay,4.3
[Pinot Noir],Franken,Tyskland,Rudolf Fürst,4.1
[Pinot Noir],Pommard,Frankrig,Domaine Launay-Horiot,4
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Borgoni,4.2
[Pinot Noir],Beaune,Frankrig,Emmanuel Giboulot,3.9
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Santenay 1er Cru 'Les Gravières',Frankrig,Le Grappin,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Veuve Clicquot,4.3
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Perrier-Jouët,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Larmandier-Bernier,4.1
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Allegrini,4.3
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Allegrini,4.3
[Malbec],Mendoza,Argentina,Viña Cobos,4.5
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pédesclaux,4.1
[Barbera],Barbera d'Asti,Italien,Braida,4.3
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Cattier,4.1
[Riesling],Wiltingen,Tyskland,Egon Müller - Scharzhof,4.2
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Pegau,4.2
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Taylor's,4.3
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot]",Napa Valley,USA,Dominus,4
[Malbec],Paraje Altamira,Argentina,Catena Zapata,4.2
[Malbec],Paraje Altamira,Argentina,Catena Zapata,4.2
[Nebbiolo],Barolo,Italien,Giacomo Fenocchio,4.1
[Malbec],Lujan de Cuyo,Argentina,Viña Cobos,4.4
[Malbec],Paraje Altamira,Argentina,Catena Zapata,4.2
[Nebbiolo],Barbaresco,Italien,Produttori del Barbaresco,4.2
[Riesling],Pfalz,Tyskland,Dr. Bürklin-Wolf,4.2
[Pinot Noir],Martinborough,New Zealand,Ata Rangi,4.1
[Malbec],Paraje Altamira,Argentina,Catena Zapata,4.2
"[Shiraz/Syrah,Viognier]",Côte-Rôtie,Frankrig,Domaine Rostaing,4.1
[Pinot Noir],Martinborough,New Zealand,Ata Rangi,4.1
"[Shiraz/Syrah,Grenache,Mourvedre]",Costières-de-Nîmes,Frankrig,Domaine Gassier,4
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Contessa Entellina,Italien,Donnafugata,4.3
[Nebbiolo],Barolo,Italien,Conterno Fantino,4.3
[Nebbiolo],Barbaresco,Italien,Castello di Neive,4
[Nebbiolo],Barolo,Italien,Conterno Fantino,4.2
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Taurasi,Italien,Mastroberardino,4.2
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Petrolo,4.1
[Malbec],Mendoza,Argentina,Mendel,4.3
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta do Vallado,4.3
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Château de Vaudieu,4.3
[Sangiovese],Brunello di Montalcino,Italien,San Polino,4.2
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Castello dei Rampolla,4.3
[Nebbiolo],Barolo,Italien,Conterno Fantino,4.3
[Chardonnay],Stellenbosch,Sydafrika,Mullineux,4.5
[Nebbiolo],Barolo,Italien,Luigi Einaudi,4.2
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Coltibuono,4.2
[Malbec],Mendoza,Argentina,Mendel,4.3
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Passopisciaro,4.1
[Nebbiolo],Barolo,Italien,Conterno Fantino,4.2
[Chardonnay],Santa Ynez Valley,USA,Au Bon Climat,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Lynch-Moussas,4.1
[Nebbiolo],Barolo,Italien,Ciabot Berton,4
[Pinot Noir],Pommard,Frankrig,Domaine de la Vougeraie,4.3
"[Shiraz/Syrah,Grenache,Mourvedre]",La Clape,Frankrig,Château la Négly,4.3
[Malbec],Paraje Altamira,Argentina,Catena Zapata,4.2
[Nebbiolo],Barbaresco,Italien,Fenocchio Renato,4.1
[Pinot Noir],Clos Vougeot Grand Cru,Frankrig,Domaine de la Vougeraie,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Cramant',Frankrig,Diebolt - Vallois,4.2
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes Catalanes,Frankrig,Domaine des Enfants,4.3
[Pinot Noir],Morey-Saint-Denis,Frankrig,Louis Jadot,4
[Nebbiolo],Barolo,Italien,Conterno Fantino,4.2
[Pinot Noir],Chambolle-Musigny,Frankrig,Hudelot-Baillet,4
[Pinot Noir],Gevrey-Chambertin,Frankrig,Domaine de la Vougeraie,4.3
[Pinot Noir],Beaune 1er Cru 'Les Grèves',Frankrig,Caroline Morey,4.4
[Nebbiolo],Barolo,Italien,Conterno Fantino,4.3
[Viognier],Condrieu,Frankrig,Domaine Rostaing,3.9
[Pinot Noir],Chambolle-Musigny,Frankrig,Hudelot-Baillet,4
[Riesling],Wachau,Østrig,Weingut Knoll,4.2
"[Grenache,Tempranillo]",Valdeorras,Spanien,Telmo Rodriguez,4.1
[Pinot Noir],Volnay,Frankrig,Domaine Henri Boillot,4
[Pinot Noir],Gevrey-Chambertin 1er Cru 'Les Crobeaux',Frankrig,Lucien Boillot & Fils,4
[Nebbiolo],Barbaresco,Italien,Produttori del Barbaresco,4.2
[Pinot Noir],Gevrey-Chambertin,Frankrig,Domaine de la Vougeraie,4.2
[Riesling],Pfalz,Tyskland,Dr. Bürklin-Wolf,4.2
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Telmo Rodriguez,4
[Pinot Noir],Gevrey-Chambertin 1er Cru 'Estournelles St Jacques',Frankrig,Domaine Frédéric Esmonin,4.1
[Pinot Noir],Pommard,Frankrig,Domaine de la Vougeraie,4.3
"[Viognier,Roussanne,Marsanne,Grenache Blanc,Clairette,Bourboulenc]",Châteauneuf-du-Pape,Frankrig,Domaine Saint Préfert,4
"[Chardonnay,Aligoté]",Pouilly-Vinzelles,Frankrig,La Soufrandière,4.2
[Pinot Noir],Chambolle-Musigny,Frankrig,Gilbert et Christine Felettig,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Lynch-Bages,3.9
"[Shiraz/Syrah,Grenache,Mourvedre]",Gigondas,Frankrig,Domaine des Bosquets,4.2
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Donnafugata,4.1
[Pinot Noir],Volnay 1er Cru 'Santenots',Frankrig,Domaine Yvon Clerget,4.1
[Nebbiolo],Barolo,Italien,Luigi Einaudi,4.3
[Pinot Noir],Beaune Premier Cru,Frankrig,Domaine des Héritiers Louis Jadot,3.9
[Pinot Noir],Volnay,Frankrig,Domaine Jean-Marc Bouley,4.1
[Pinot Noir],Gevrey-Chambertin,Frankrig,Lucien Boillot & Fils,4
[Pinot Noir],Gevrey-Chambertin,Frankrig,Gilbert et Christine Felettig,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Champagne Etienne Sandrin,4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Fonroque,4
[Riesling],Pfalz,Tyskland,Dr. Bürklin-Wolf,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château Bonalgue,4.2
[Pinot Noir],Beaune Premier Cru,Frankrig,Domaine des Héritiers Louis Jadot,3.9
"[Shiraz/Syrah,Grenache,Mourvedre]",Gigondas,Frankrig,Domaine des Bosquets,4.3
[Pinot Noir],Nuits-Saint-Georges Premier Cru,Frankrig,Domaine de la Vougeraie,4.3
[Viognier],Condrieu,Frankrig,Domaine Rostaing,3.9
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Niepoort,4.3
[Pinot Noir],Volnay,Frankrig,Domaine Henri Boillot,4
[Nebbiolo],Barbaresco,Italien,Produttori del Barbaresco,4.2
[Riesling],Wachau,Østrig,Weingut Knoll,4.2
"[Grenache,Tempranillo]",Valdeorras,Spanien,Telmo Rodriguez,4.1
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Taurasi,Italien,Mastroberardino,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Ruinart,4.3
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Savart,4.2
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Pol Roger,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Henri Giraud,4.1
[Merlot],Napa Valley,USA,Duckhorn,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Talbot,4.2
[Nebbiolo],Barolo,Italien,Massolino,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Talbot,4.2
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Château La Nerthe,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Haut-Marbuzet,4.2
[Nebbiolo],Barolo,Italien,Massolino,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Haut-Bages Libéral,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Branaire-Ducru,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Lanson,3.9
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Brane-Cantenac,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Cos d'Estournel,4.1
[Pinot Noir],Sonoma Coast,USA,Joseph Phelps,4.2
[Chardonnay],Sonoma Coast,USA,Flowers,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Talbot,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Haut-Bailly,4.2
"[Sauvignon Blanc,Sémillon,Muscadelle]",Sauternes,Frankrig,Château Guiraud,4.3
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot]",Napa Valley,USA,Shafer,4.3
"[Nebbiolo,Barbera,Dolcetto]",Verona,Italien,Allegrini,4.3
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château du Tertre,4.1
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Clos des Papes (Paul Avril),4.4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Haut-Marbuzet,4.2
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Venezia Giulia,Italien,Gravner,4.3
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Tua Rita,4.2
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Pacheca,4.3
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot]",Oak Knoll District,USA,Blackbird Vineyards,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Desmirail,4
"[Nebbiolo,Barbera,Dolcetto]",Verona,Italien,Allegrini,4.3
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine de Beaurenard,4.1
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Cos Labory,4
[Nebbiolo],Barbaresco,Italien,Produttori del Barbaresco,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Batailley,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Haut-Bages Libéral,4.1
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine de Beaurenard,4.1
[Nebbiolo],Barolo,Italien,Cavallotto,4.2
[Nebbiolo],Barbaresco,Italien,Marchesi di Gresy,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Brane-Cantenac,4.2
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Haut-Bages Libéral,4.1
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Fleury,3.9
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta da Boavista,4.4
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Pichon Baron,4.1
