grapes,region,country,winery,rating,price 
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Fontesteau,3.8,141.10210896908518
[Pinot Noir],Bourgogne,Frankrig,Jean-Claude Regnaudot,3.9,139
[Cabernet Franc],Overberg,Sydafrika,Raka,3.9,145.94202299704853
[Moscatel de grano menudo],Moscato d'Asti,Italien,Ca' d'Gal,4,149
"[Palomino,Moscato,Pedro Ximenez]",Jerez-Xérès-Sherry,Spanien,Bodegas Argüeso,3.9,149
[Pinot Grigio],Collio,Italien,Venica & Venica,4.1,148.92043162964137
"[Nebbiolo,Barbera,Dolcetto]",Trentino,Italien,Gino Pedrotti,3.6,145
[Cabernet Sauvignon],Californien,USA,Hacienda,3.5,148.92043162964137
"[Shiraz/Syrah,Grenache,Mourvedre]",Pic-Saint-Loup,Frankrig,Zelige-Caravent,3.8,150
[Pinot Noir],Bourgogne Hautes-Côtes de Beaune,Frankrig,Claude Nouveau,3.6,149
[Barbera],Barbera d'Alba,Italien,Paolo Manzone,3.8,145
"[Nebbiolo,Barbera,Dolcetto]",Langhe,Italien,Famiglia Marrone,3.9,145
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône-Villages,Frankrig,Château Maucoil,3.7,149
[Tempranillo],Ribera del Duero,Spanien,Bodegas Ismael Arroyo,3.8,149
[Pinot Gris],Willamette Valley,USA,Pike Road,3.8,150
"[Corvina,Rondinella,Corvinone]",Valpolicella Ripasso,Italien,Zanoni,3.8,148
[Barbera],Barbera d'Asti,Italien,Oddero,3.8,150
"[Nebbiolo,Barbera,Dolcetto]",Bramaterra,Italien,Tenute Sella,3.8,141.47441004815929
[Grüner Veltliner],Weinviertel,Østrig,Gruber Röschitz,3.7,139
[Chardonnay],Monterey,USA,Moobuzz,3.7,149
[Riesling],Leiwen,Tyskland,Weingut Nik Weis - St. Urbans-Hof,4.2,148.17582947149316
[Nebbiolo],Barbaresco,Italien,Vite Colte,3.7,137.00679709927005
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Irpinia Campi Taurasini,Italien,Nativ,4.3,149
[Silvaner],Franken,Tyskland,Juliusspital,3.8,148.92043162964137
[Gamay],Fleurie,Frankrig,Cave de Fleurie,3.6,139
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes du Roussillon Villages,Frankrig,Dom Brial,4.2,148.47367033475243
[Tempranillo],Ribera del Duero,Spanien,Bodegas Nexus,3.9,149
[Pinot Noir],Uco Valley,Argentina,Domaine Nico,4.2,148.17582947149316
"[Nebbiolo,Barbera,Dolcetto]",Emilia-Romagna,Italien,Monte delle Vigne,4,146.9100058026412
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Ruffino,3.6,149
"[Malvasia,Fiano,Catarratto Bianco]",Costa d'Amalfi,Italien,Marisa Cuomo,3.9,148.92043162964137
"[Xarel-lo,Parellada,Trepat,Viura]",Castilla y León,Spanien,Santa Margarita,2.7,149
"[Shiraz/Syrah,Grenache,Mourvedre]",La Clape,Frankrig,Château la Négly,4,148.54813055056727
[Chardonnay],Willamette Valley,USA,Pike Road,3.7,150
"[Viognier,Roussanne,Marsanne,Grenache Blanc,Clairette,Bourboulenc]",Lirac,Frankrig,Domaine Maby,3.7,140
[Riesling],Nahe,Tyskland,Emrich-Schönleber,4,140.72980789001107
[Cabernet Sauvignon],Yarra Valley,Australien,Soumah,3.8,139
[Gamay],Fleurie,Frankrig,Domaine des Marrans,3.8,142.9636143644557
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône-Villages,Frankrig,Chanssaud,3.7,149
[Touriga Nacional],Dão,Portugal,Casa de Cello,3.7,139
[Malbec],Mendoza,Argentina,Tinto Negro (TintoNegro),3.9,148.54813055056727
"[Grenache,Tempranillo]",Campo de Borja,Spanien,Bodega Picos,3.8,149
[Pinot Gris],Südsteiermark,Østrig,Wohlmuth,3.6,149
"[Chardonnay,Pinot Gris,Pinot Noir,Roussanne,Pinot Blanc,Auxerrois]",Crémant d'Alsace,Frankrig,Riefle,3.5,149.5
[Nebbiolo],Nebbiolo d'Alba,Italien,Tenuta Rocca,3.8,143.78
[Tempranillo],Castilla,Spanien,Balmoral,3.6,149
[Nebbiolo],Piemonte,Italien,Ceste,3.5,145
[Chardonnay],Bourgogne,Frankrig,J.M. Boillot,3.9,148.17582947149316
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Ruffino,3.6,149
"[Trebbiano,Garganega]",Soave Classico,Italien,Tamellini,3.9,139
"[Shiraz/Syrah,Grenache,Cinsault]",Côtes de Provence,Frankrig,Domaine des Aspras,3.9,149
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Vallado,4.1,148.17582947149316
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Hermanos Peciña,4,149
[Pinot Noir],Bourgogne Hautes-Côtes de Beaune,Frankrig,Labry,3.6,140
[Sauvignon Blanc],Hawke's Bay,New Zealand,Elephant Hill,3.7,139
[Riesling],Wagram,Østrig,Fritsch,3.7,139
[Agiorgitiko],Nemea,Grækenland,Lafazanis (Λαφαζάνη),3.7,149
[Mencia],Bierzo,Spanien,César Márquez,4.1,142.4
[Barbera],Barbera d'Alba,Italien,Gianfranco Alessandria,3.8,137.75139925741826
[Riesling],Mosel,Tyskland,Dr. Loosen,4,140.72980789001107
[Trebbiano],Colli della Toscana Centrale,Italien,Fontodi,3.8,140.72980789001107
"[Chardonnay,Gewürztraminer,Riesling,Grauburgunder,Silvaner,Kerner,Weissburgunder,Huxelrebe]",Rheingau,Tyskland,Schloss Vaux,3.8,144.45281868075213
[Melon de Bourgogne],Muscadet-Sevre et Maine,Frankrig,Pépière,3.9,145.1974208389003
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Cadillac - Côtes de Bordeaux,Frankrig,Château Gourran,3.7,150
"[Nebbiolo,Barbera,Dolcetto]",Rosso Veronese,Italien,Masi,3.6,149
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Poças,4.1,149
"[Corvina,Rondinella,Corvinone]",Valpolicella Ripasso,Italien,Feudo Italia,3.8,149
"[Chardonnay,Aligoté]",Mâcon-Villages,Frankrig,Guillot-Broux,3.8,137.75139925741826
[Shiraz/Syrah],Stellenbosch,Sydafrika,Post House,4.1,145.94202299704853
[Sauvignon Blanc],Pfalz,Tyskland,Von Winning,4,145.1974208389003
[Pinot Noir],Rheinhessen,Tyskland,Gröhl,3.5,149
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Breganze,Italien,Maculan,3.7,141.32548961652964
[Cabernet Sauvignon],Western Cape,Sydafrika,Croydon,3.9,148.54813055056727
"[Shiraz/Syrah,Cabernet Sauvignon]",Western Cape,Sydafrika,Peter Falke,3.9,141.10210896908518
"[Shiraz/Syrah,Grenache,Mourvedre]",Vacqueyras,Frankrig,Domaine la Bouissiere,3.9,140.72980789001107
[Riesling],Pfalz,Tyskland,Weingut Dr. Wehrheim,3.7,139
[Gamay],Morgon,Frankrig,Terres Dorées,3.7,148.09309589836556
[Riesling],Pfalz,Tyskland,Ökonomierat Rebholz,3.9,148.92043162964137
[Merlot],Overberg,Sydafrika,Raka,3.9,139
[Riesling],Alsace,Frankrig,Bestheim,3.7,147
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Cirò,Italien,Du Cropio,3.9,137.75139925741826
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Erste+Neue,3.6,149
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Durbanville,Sydafrika,Diemersdal,4.1,147.80352839241905
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Mocali,3.8,139
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Castillon - Côtes de Bordeaux,Frankrig,Château Roquevieille,4,149.5
"[Shiraz/Syrah,Grenache,Cinsault]",Coteaux d'Aix-en-Provence,Frankrig,Château Paradis,3.7,139
[Gamay],Juliénas,Frankrig,Christophe Pacalet,3.9,148.92043162964137
[Trebbiano],Orvieto,Italien,Sergio Mottura,3.6,149
[Albariño],Rías Baixas,Spanien,Bodegas Fulcro,4.1,148.17582947149316
[Pinot Noir],Bourgogne,Frankrig,Régnard,3.6,141.10210896908518
[Riesling],Waipara,New Zealand,Pegasus Bay,3.9,140.33649523976788
[Pinotage],Durbanville,Sydafrika,Altydgedacht,3.9,148.54813055056727
"[Nebbiolo,Barbera,Dolcetto]",Provincia di Pavia,Italien,Fattoria Cabanon,3.9,145
[Pinot Noir],Sydtyrol - Alto Adige,Italien,Weingut Unterortl - Castel Juval,3.7,143.63375630678908
[Shiraz/Syrah],Stellenbosch,Sydafrika,Vergenoegd,3.9,139
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Donnafugata,4,141.39994983234448
[Riesling],Mosel,Tyskland,Von Hövel,3.9,150
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Médoc,Frankrig,Château le Reysse,4.1,140.72980789001107
[Grüner Veltliner],Weinviertel,Østrig,Herbert Zillinger,4.1,148.17582947149316
[Tempranillo],Ribera del Duero,Spanien,Dehesa Valdelaguna,3.7,139
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Vinícola del Priorat,3.9,145.1974208389003
"[Corvina,Rondinella,Corvinone]",Valpolicella Ripasso,Italien,Corte Giara,3.8,149
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Terre Siciliane,Italien,Cellaro,3.9,150
[Gamay],Morgon,Frankrig,Terres Dorées,3.7,140.72980789001107
[Cabernet Franc],Stellenbosch,Sydafrika,Rainbow's End,4.1,148.17582947149316
"[Sauvignon Blanc,Sémillon,Muscadelle]",Pessac-Léognan,Frankrig,Château Carbonnieux,3.7,145.1974208389003
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,La Serena,3.8,149.88841443523404
[Barbera],Barbera d'Asti,Italien,Tenuta la Meridiana,3.9,136
[Pinot Noir],Walker Bay,Sydafrika,Benguela Cove,3.7,141.10210896908518
"[Viognier,Roussanne,Marsanne,Grenache Blanc,Clairette,Bourboulenc]",Côtes-du-Rhône,Frankrig,Jean-Luc Colombo,3.7,149
[Merlot],Washington,USA,Beauty in Chaos,3.7,149
"[Xarel-lo,Parellada,Trepat,Viura]",Cava,Spanien,Marqués de la Concordia,3.7,139
"[Trebbiano,Garganega]",Soave,Italien,Guerrieri Rizzardi,3.6,139
[Nebbiolo],Langhe,Italien,Brezza,3.6,150
[Chardonnay],Chablis 1er Cru 'Les Fourneaux',Frankrig,Domaine des Genèves,4,136.51039566050457
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Langhe,Italien,Brezza,3.6,150
[Pinot Gris],Marlborough,New Zealand,Nautilus,3.6,144.72338161800383
"[Shiraz/Syrah,Grenache,Mourvedre]",Ventoux,Frankrig,Château Valcombe,3.8,145
[Montepulciano],Montepulciano d'Abruzzo,Italien,Jasci,3.6,145
[Shiraz/Syrah],Red Mountain,USA,Terra Blanca,3.9,145
[Primitivo],Primitivo di Manduria,Italien,Montedidio,3.8,139
"[Shiraz/Syrah,Cabernet Sauvignon,Cariñena,Garnacha]",Montsant,Spanien,Vinyes d'En Gabriel,3.7,145.1974208389003
"[Nebbiolo,Barbera,Dolcetto]",Dolcetto d'Alba,Italien,Paolo Manzone,3.3,149
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Duménil,4,141.47441004815929
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Sagrado,4.2,149
[Riesling],Wachau,Østrig,Alzinger,3.8,149.95
[Riesling],Central Otago,New Zealand,Misha's Vineyard,4,140.33649523976788
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Château la Peyruche,3.9,149
[Nebbiolo],Langhe,Italien,Rocche Costamagna,3.8,145
"[Nebbiolo,Barbera,Dolcetto]",Piave,Italien,Ornella Molon,3.8,140.72980789001107
[Pinot Noir],Rheingau,Tyskland,Altenkirch,3.6,149
[Tempranillo],Ribera del Duero,Spanien,Torremorón,3.7,147.43122731334495
[Gamay],Fleurie,Frankrig,Clos de Mez,3.7,142.9636143644557
[Pinot Noir],Alsace,Frankrig,Rolly Gassmann,3.7,150
[Barbera],Barbera d'Alba,Italien,Pecchenino,3.7,149
"[Shiraz/Syrah,Grenache,Mourvedre]",Vacqueyras,Frankrig,Rhonéa,3.8,145
[Shiraz/Syrah],Stellenbosch,Sydafrika,The Stellenbosch Reserve,4,148.54813055056727
[Pinot Noir],Coteaux Bourguignons,Frankrig,Domaine Chevillon-Chezeaux,3.4,139
[Riesling],Alsace,Frankrig,Fernand Engel,3.9,139
[Tempranillo],Ribera del Duero,Spanien,Montebaco,3.8,139
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Colline Lucchesi,Italien,Villa Santo Stefano,3.7,146.61216493938193
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Langhe,Italien,Albino Rocca,3.6,149
[Chardonnay],Willamette Valley,USA,Pike Road,3.7,148
[Barbera],Barbera d'Alba,Italien,Mirafiore,3.9,148.92043162964137
"[Shiraz/Syrah,Grenache,Mourvedre]",Luberon,Frankrig,Marrenon,4.3,148.54813055056727
[Pinot Noir],Sydtyrol - Alto Adige,Italien,Weingut Unterortl - Castel Juval,3.7,144.7506595440114
[Malbec],Cahors,Frankrig,Château de Cayx,3.4,149
[Chardonnay],Stellenbosch,Sydafrika,Saxenburg,4,145.94202299704853
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Langhe,Italien,Ca'Viola,4,139.9852057318629
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Clos Malverne,4,141.10210896908518
[Grüner Veltliner],Kremstal,Østrig,Geyerhof,3.8,141.5
"[Shiraz/Syrah,Grenache,Mourvedre]",Costières-de-Nîmes,Frankrig,Domaine Gassier,3.8,145
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Maule Valley,Chile,Leyendas de Familia,3.9,150
[Mencia],Bierzo,Spanien,Indi Wines,3.7,149.95
[Riesling],Kremstal,Østrig,Stagård,3.7,139
[Pinotage],Stellenbosch,Sydafrika,Eikendal,3.7,141.10210896908518
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Cadillac - Côtes de Bordeaux,Frankrig,Château Gourran,3.7,150
[Riesling],Alsace,Frankrig,Domaine Barmès Buecher,3.9,145.1974208389003
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Monte Christo,3.9,150
"[Chenin Blanc,Sauvignon Blanc]",Sancerre,Frankrig,Paul Doucet et Fils,3.8,148.28
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Cap de Coste,3.7,149
[Silvaner],Rheinhessen,Tyskland,Battenfeld Spanier,4,137.75139925741826
[Gamay],Morgon,Frankrig,Domaine de Buis-Rond - Quentin Harel,3.8,149
[Pinot Gris],Baden,Tyskland,Bernhard Huber,3.8,137.75139925741826
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Rùfina,Italien,Frascole,3.7,139
"[Sauvignon Blanc,Sémillon,Muscadelle]",Pessac-Léognan,Frankrig,Château Lafont Menaut,3.7,148.92043162964137
[Riesling],Pfalz,Tyskland,Schneider,4,145.1974208389003
"[Sangiovese,Montepulciano]",Montefalco Sagrantino,Italien,Cantine Martinelli,3.9,148.17582947149316
[Chardonnay],Stellenbosch,Sydafrika,Stellenrust,3.5,149
"[Verdelho,Sercial,Malmsey,Boal Branco,Terrantez]",Madeira,Portugal,Leacock's,4.2,148.54813055056727
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Chateau Plantey de Lieujean,3.6,149
[Gewürztraminer],Sydtyrol - Alto Adige,Italien,Cantina Kurtatsch,4.2,148.84597141382653
[Cabernet Sauvignon],Wellington,Sydafrika,Bosman Family Vineyards,4.1,145.1974208389003
[Pinot Noir],Marlborough,New Zealand,Jules Taylor,3.7,139
[Chardonnay],Californien,USA,Francis Ford Coppola Winery,3.9,139.24060357371468
[Pinot Gris],Central Otago,New Zealand,Quartz Reef,3.7,140.33649523976788
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Salice Salentino,Italien,San Marzano,3.7,149
[Cabernet Sauvignon],Lujan de Cuyo,Argentina,Terrazas de los Andes,3.8,140.72980789001107
"[Shiraz/Syrah,Grenache,Mourvedre]",Ventoux,Frankrig,Marrenon,3.3,149
"[Chardonnay,Aligoté]",Saint-Véran,Frankrig,Nadine Ferrand,3.8,149
[Pinot Noir],Mâcon-Verzé,Frankrig,Domaine Nicolas Delfaud,4,150
[Tempranillo],Ribera del Duero,Spanien,Malcaracter,3.7,149
[Pinotage],Wellington,Sydafrika,Diemersfontein,4.2,148.17582947149316
"[Shiraz/Syrah,Grenache,Mourvedre]",Pays d'Oc,Frankrig,Pierrick Harang,3.6,150
[Barbera],Barbera d'Alba,Italien,Réva,3.9,137.75139925741826
[Pinot Noir],Mittelrhein,Tyskland,Ratzenberger,3.9,138.75
"[Sangiovese,Canaiolo Nero]",Vino Nobile di Montepulciano,Italien,Palazzo Vecchio,3.8,141.47441004815929
[Sauvignon Blanc],Martinborough,New Zealand,Palliser Estate,3.8,149
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Lalande-de-Pomerol,Frankrig,Château des Baraillots,3.7,149
[Shiraz/Syrah],Stellenbosch,Sydafrika,Thelema,3.9,141.10210896908518
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Durbanville,Sydafrika,Nitída,4.1,148.54813055056727
[Riesling],Marlborough,New Zealand,Greywacke,3.9,140.33649523976788
"[Shiraz/Syrah,Grenache,Cinsault]",Côtes de Provence,Frankrig,Château Hermitage Saint-Martin,3.9,145.1974208389003
"[Chenin Blanc,Sauvignon Blanc]",Pouilly-Fumé,Frankrig,Jean-Max Roger,4,140.72980789001107
[Gamay],Fleurie,Frankrig,Henry Fessy,3.7,149
[Chenin Blanc],Vouvray,Frankrig,Domaine des Aubuisieres - Bernard Fouquet,3.8,141.95
[Riesling],Nahe,Tyskland,Diel,4,145.1974208389003
[Pinot Gris],Südsteiermark,Østrig,Wohlmuth,3.7,137.75139925741826
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Silval,4.2,149
[Barbera],Barbera d'Alba,Italien,Reverdito,3.6,140
[Primitivo],Primitivo di Manduria,Italien,Emera,4.1,148.54813055056727
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône-Villages 'Plan de Dieu',Frankrig,Château Saint-Jean,3.9,137.75139925741826
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Salento,Italien,San Marzano,3.9,149
[Tempranillo],Ribera del Duero,Spanien,Bodegas Asenjo & Manso,3.8,149
[Riesling],Pfalz,Tyskland,Von Winning,4,141.47441004815929
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Lugana,Italien,Perla del Garda,3.6,145.1974208389003
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Terre Nere Campigli Vallone,3.8,141.47441004815929
[Chardonnay],Chablis,Frankrig,Jean Durup,3.9,150
[Pinot Gris],Baden,Tyskland,Klumpp,3.8,145
[Pinot Noir],Württemberg,Tyskland,Grafen Neipperg,3.3,139
[Chardonnay],Central Coast,USA,Liberty School,3.7,139
[Sauvignon Blanc],Cape Town,Sydafrika,Nitída,4,138.49600141556647
[Pinot Noir],Rheingau,Tyskland,Kaufmann,3.8,148.92043162964137
"[Nebbiolo,Barbera,Dolcetto]",Carso,Italien,Kante,3.7,140.65534767419626
[Trebbiano],Offida,Italien,Aurora,3.7,145
"[Chenin Blanc,Sauvignon Blanc]",Sancerre,Frankrig,Marcel Martin,4,149
[Sauvignon Blanc],Valle de Casablanca,Chile,Ritual,3.8,139
[Riesling],Pfalz,Tyskland,Rings,4,145.1974208389003
[Shiraz/Syrah],Swartland,Sydafrika,Intellego,3.8,148.54813055056727
[Riesling],Nahe,Tyskland,Emrich-Schönleber,4,140.72980789001107
[Riesling],Pfalz,Tyskland,Dr. Bürklin-Wolf,3.8,141.47441004815929
[Albariño],Rías Baixas,Spanien,Attis,4,137.75139925741826
[Riesling],Nahe,Tyskland,Emrich-Schönleber,4,140.72980789001107
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Anura,3.6,139
[Pinot Noir],Elgin,Sydafrika,Botanica,3.9,145
[Chardonnay],Chablis 1er Cru 'Mont de Milieu',Frankrig,Domaine des Genèves,3.9,136.51039566050457
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Pacherhof,4,147.2
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Clos du Caillou,4,148.54813055056727
[Chardonnay],Bourgogne Aligoté,Frankrig,Philippe Girard,3.8,149
"[Nebbiolo,Barbera,Dolcetto]",Dolcetto d'Alba,Italien,Castello di Verduno,3.7,150
[Nebbiolo],Nebbiolo d'Alba,Italien,Palladino,3.9,150
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Alain Jaume,3.8,137.5
[Chardonnay],North Coast,USA,Buena Vista,3.6,140.72980789001107
[Pinotage],Durbanville,Sydafrika,Diemersdal,4.1,137.37909817834415
[Chardonnay],Columbia Valley,USA,Badger Mountain,3.4,149
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Poças,4.1,149
"[Shiraz/Syrah,Grenache,Mourvedre]",Minervois La Livinière,Frankrig,Domaine de Cantaussels,4,150
[Silvaner],Rheinhessen,Tyskland,Battenfeld Spanier,4,145.1974208389003
[Pinot Blanc],Neusiedlersee-Hügelland,Østrig,Prieler,3.8,138.49600141556647
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,I Sodi,4,140.72980789001107
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Cafaggio,4.1,149
[Malbec],Wellington,Sydafrika,Diemersfontein,3.9,148.17582947149316
[Mencia],Ribeira Sacra,Spanien,Algueira,3.5,149
[Chardonnay],Chablis,Frankrig,Domaine Jean Goulley & Fils,3.8,140.72980789001107
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro Superior,Portugal,Quinta do Vallado,4,140.72980789001107
[Pinot Noir],Rully,Frankrig,Michel Briday,3.6,150
[Tempranillo],Ribera del Duero,Spanien,Lecco,3.7,149
[Nebbiolo],Roero,Italien,Fratelli Rabino,3.6,148
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Kellerei St. Pauls,3.9,145.94202299704853
[Riesling],Mosel,Tyskland,Bischöfliche Weingüter Trier,3.7,149
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Lalande-de-Pomerol,Frankrig,Château Haut Ballet,3.7,149
"[Shiraz/Syrah,Grenache,Mourvedre]",Vacqueyras,Frankrig,Domaine St Pierre,3.8,139
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Marquis de Saint-Estèphe,4,148.92043162964137
[Chardonnay],Valle de Guadalupe,Mexico,L. A. Cetto,3.3,150
[Tempranillo],Ribera del Duero,Spanien,Bodegas Nexus,3.9,149
[Pinot Noir],Baden,Tyskland,Klumpp,4,148.17582947149316
"[Nebbiolo,Barbera,Dolcetto]",Piemonte,Italien,Bruno Giacosa,3.8,141.47441004815929
[Merlot],Stellenbosch,Sydafrika,Thelema,3.9,140.35750681093697
[Gamay],Moulin-à-Vent,Frankrig,Domaine Paul Janin,3.7,142.9636143644557
[Barbera],Barbera d'Alba,Italien,Aldo Clerico,3.5,138
[Shiraz/Syrah],Walker Bay,Sydafrika,Benguela Cove,3.8,141.10210896908518
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Rùfina,Italien,Travignoli,3.6,145
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Colli Tortonesi,Italien,La Spinetta,4,144.7506595440114
[Chardonnay],Central Coast,USA,Tensley,3.9,150
[Pinot Noir],Franken,Tyskland,Rudolf Fürst,3.7,140.72980789001107
"[Grenache Blanc,Bourboulenc]",Faugères,Frankrig,Abbaye Sylva Plana,3.7,149
[Chardonnay],Elgin,Sydafrika,Neil Ellis,4,146.61216493938193
[Blaufränkisch],Burgenland,Østrig,IBY,4,148.92043162964137
[Grüner Veltliner],Weinviertel,Østrig,Dürnberg,3.9,145
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château de Villegeorge,3.7,148.54813055056727
"[Shiraz/Syrah,Cabernet Sauvignon,Cariñena,Garnacha]",Montsant,Spanien,Alfredo Arribas,3.7,141.62333047978893
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Lanessan,3.7,140.72980789001107
[Pinot Blanc],Baden,Tyskland,Salwey,3.7,150
[Riesling],Mosel,Tyskland,Markus Molitor,4,145.1974208389003
[Sauvignon Blanc],Constantia,Sydafrika,Eagles' Nest,3.6,141.10210896908518
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône-Villages 'Saint-Maurice',Frankrig,Chaume Arnaud,3.8,150
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,F. Martins,3.6,149
