grapes,region,country,winery,rating,price 
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Marco Abella,4.1,249
[Pinot Noir],Volnay,Frankrig,Bitouzet-Prieur,4,252
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta do Pôpa,4,241.6234003190931
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Larruau,4.1,249
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Nin-Ortiz,4,245.79317240472307
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Franschhoek,Sydafrika,La Bri,3.9,251.6755294540939
[Pinot Noir],Thermenregion,Østrig,Johanneshof Reinisch,4,249
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Vaona,4.4,252.7924326913162
[Shiraz/Syrah],Crozes-Hermitage,Frankrig,Tardieu-Laurent,3.9,242.25
[Touriga Nacional],Dão,Portugal,Quinta da Falorca,3.9,245.71871218890826
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Destieux,4.2,253.1647337703903
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château de Pressac,4,249
"[Grenache,Tempranillo]",Costers del Segre,Spanien,Costers del Sió,4.1,250
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti,Italien,Villa Trasqua,4.1,244.97411003076004
[Blaufränkisch],Burgenland,Østrig,Scheiblhofer,4,250
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Guardian Peak,4,241.9957013981672
[Shiraz/Syrah],Paarl,Sydafrika,Radford Dale,3.5,249
[Tempranillo],Ribera del Duero,Spanien,Monteabellon,4.2,249
[Nebbiolo],Barbaresco,Italien,Rizzi,3.9,249
"[Arinto de Bucelas,Loureiro,Alvarinho,Azal,Avesso,Batoca]",Bairrada,Portugal,Quinta das Bágeiras,4.2,250
"[Verdelho,Sercial,Malmsey,Boal Branco,Terrantez]",Madeira,Portugal,H. M. Borges,4.1,245
"[Sauvignon Blanc,Sémillon,Muscadelle]",Bordeaux,Frankrig,Château Clarke,4.2,249
"[Sauvignon Blanc,Sémillon,Muscadelle]",Sauternes,Frankrig,Château de Rayne Vigneau,4.2,247.8035982317232
[Pinot Noir],Bourgogne Côtes d'Auxerre,Frankrig,Goisot,3.8,249
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,St. Michael-Eppan,4.1,247.8035982317232
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Carbonnieux,4,247.8035982317232
[Riesling],Rheinhessen,Tyskland,St. Antony,4,245
"[Grenache Blanc,Bourboulenc]",Hérault,Frankrig,Leon Barral,3.9,250
[Sangiovese],Brunello di Montalcino,Italien,Voliero,4.1,245.71871218890826
[Pinotage],Constantia,Sydafrika,Groot Constantia,4.1,245.34641110983415
[Sauvignon Blanc],Marlborough,New Zealand,Mr. Glover,3.9,249
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Chateau La Fleur des Rouzes,3.9,249
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Isola dei Nuraghi,Italien,Contini,4.2,244.60180895168594
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Stellenbosch,Sydafrika,Dalla Cia,4.3,242.7403035563154
[Pinot Noir],Bourgogne,Frankrig,Pierre Labet - François Labet,3.6,250
"[Nebbiolo,Barbera,Dolcetto]",Vigneti delle Dolomiti,Italien,Foradori,3.9,245.79317240472307
[Tempranillo],Navarra,Spanien,Bodegas Ochoa,4.1,249
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Vollereaux,4.1,249.44172297964928
[Pinot Gris],Waiheke Island,New Zealand,Man O' War,4.1,245.62176831743054
[Chardonnay],Arbois,Frankrig,Domaine Ratte,4,252.4201316122421
"[Shiraz/Syrah,Cabernet Sauvignon,Merlot,Zinfandel]",Napa Valley,USA,Decoy,4,241.25109924001902
[Grüner Veltliner],Wachau,Østrig,Veyder-Malberg,4,250
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Avignonesi,4.1,247.6546778000936
[Shiraz/Syrah],Saint-Joseph,Frankrig,Domaine Courbis,4,245
"[Shiraz/Syrah,Grenache,Mourvedre]",Terrasses du Larzac,Frankrig,Montcalmès,4.2,241.25109924001902
[Chenin Blanc],Vouvray,Frankrig,Philippe Foreau,3.9,250
"[Nebbiolo,Barbera,Dolcetto]",Vigneti delle Dolomiti,Italien,Foradori,3.9,245.79317240472307
"[Sangiovese,Montepulciano]",Montefalco Sagrantino,Italien,Dionigi,4.3,247
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Listrac-Médoc,Frankrig,Château Clarke,4,247.8035982317232
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Collio,Italien,Venica & Venica,4.3,251.30322837501978
[Tempranillo],Ribera del Duero,Spanien,Resalte,4.3,241.9957013981672
"[Nebbiolo,Barbera,Dolcetto]",Monferrato,Italien,La Spinetta,4.1,244.8996498149452
[Sangiovese],Brunello di Montalcino,Italien,La Togata,4.1,249
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Julien,Frankrig,Château Moulin de la Rose,4.1,253.1647337703903
"[Verdelho,Sercial,Malmsey,Boal Branco,Terrantez]",Madeira,Portugal,H. M. Borges,4.1,245
"[Chardonnay,Aligoté]",Pouilly-Loché,Frankrig,Clos des Rocs,4.1,250
[Shiraz/Syrah],Padthaway,Australien,Mollydooker,3.7,249.95
[Sangiovese],Brunello di Montalcino,Italien,Padelletti,4.2,245.71871218890826
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Taylor's,4.3,250
[Pinot Noir],Marsannay,Frankrig,Jean Fournier,3.9,249
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta do Vale Meão,4.3,245.34641110983415
[Pinot Noir],Mercurey,Frankrig,Domaine du Meix-Foulot,3.8,249
"[Malvasia,Fiano,Catarratto Bianco]",Greco di Tufo,Italien,Quintodecimo,4.3,251.30322837501978
"[Shiraz/Syrah,Grenache,Mourvedre]",Rasteau,Frankrig,Domaine de Beaurenard,4,249
[Trebbiano],Bolgheri,Italien,Grattamacco,4.1,241.9957013981672
[Tempranillo],Ribera del Duero,Spanien,Resalte,4,249
[Viognier],Condrieu,Frankrig,Yves Cuilleron,4.2,250.1863251377975
"[Cabernet Franc,Pinot Noir,Gamay,Grolleau]",Menetou-Salon,Frankrig,Domaine Philippe Gilbert,3.9,254.65393808668674
"[Malvasia,Fiano,Catarratto Bianco]",Fiano de Avellino,Italien,Quintodecimo,4.3,251.30322837501978
[Tempranillo],Ribera del Duero,Spanien,El Lagar de Isilla,4.1,249
[Tempranillo],Toro,Spanien,Bodegas Monte La Reina,4.3,250
"[Nebbiolo,Barbera,Dolcetto]",Dolcetto d'Alba,Italien,Roagna,3.7,245.71871218890826
[Gamay],Moulin-à-Vent,Frankrig,Thibault Liger-Belair,4,249.95
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Costa Toscana,Italien,Duemani,4,245.71871218890826
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Constantia,Sydafrika,Steenberg,4.2,252.7924326913162
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Maucamps,3.9,247.8035982317232
[Primitivo],Primitivo di Manduria,Italien,Luccarelli,4.4,249
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Ciacci Piccolomini d'Aragona,4.2,249.5
"[Chardonnay,Aligoté]",Rully,Frankrig,Jean Chartron,3.9,250
[Chardonnay],Château-Chalon,Frankrig,Jean Macle,4,253.1647337703903
"[Palomino,Moscato,Pedro Ximenez]",Amontillado Sherry,Spanien,Williams & Humbert,4.4,249.95
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Nassos,3.8,249
[Riesling],Graach,Tyskland,Joh. Jos. Prüm,4.2,253.1647337703903
[Gamay],Morgon,Frankrig,Château Grange Cochard,4,245
[Pinot Noir],Langhe,Italien,Gian Luca Colombo,3.9,249
"[Shiraz/Syrah,Grenache,Cinsault]",Coteaux d'Aix-en-Provence,Frankrig,Château Paradis,3.7,248
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,Elena Walch,4.1,242.3680024772413
[Trebbiano],Vernaccia di San Gimignano,Italien,Sono Montenidoli,4.1,242.07016161398204
[Gamay],Régnié,Frankrig,Antoine Sunier,4.1,249
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château de Ferrand,4,248
[Barbera],Barbera d'Alba,Italien,Mauro Veglio,4.1,254.73
[Pinot Noir],Bourgogne Passe-tout-grains,Frankrig,Robert Groffier,3.7,249
[Pinot Noir],Mercurey,Frankrig,Albert Sounit,4.1,245
"[Sangiovese,Canaiolo Nero]",Vino Nobile di Montepulciano,Italien,Il Molinaccio di Montepulciano,4,245.71871218890826
[Riesling],Pfalz,Tyskland,Ökonomierat Rebholz,4.3,249.44172297964928
"[Sauvignon Blanc,Sémillon,Muscadelle]",Pessac-Léognan,Frankrig,Château La Louvière,3.9,247
[Nebbiolo],Barbaresco,Italien,Adriano Marco e Vittorio,3.7,249
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Ontañón,4.2,249
"[Baga,Castelao]",Algarve,Portugal,Convento do Paraíso,3.9,245
[Gewürztraminer],Sydtyrol - Alto Adige,Italien,J. Hofstätter,4.2,245.71871218890826
[Nebbiolo],Barbaresco,Italien,Adriano Marco e Vittorio,3.7,249
[Riesling],Pfalz,Tyskland,Ökonomierat Rebholz,4.3,249.44172297964928
[Merlot],Sonoma County,USA,Francis Ford Coppola Winery,3.8,241.9957013981672
[Pinot Noir],Langhe,Italien,Gian Luca Colombo,3.9,249
"[Shiraz/Syrah,Grenache,Mourvedre]",Gigondas,Frankrig,Saint-Damien,4,252.4201316122421
[Pinot Noir],Pfalz,Tyskland,Ökonomierat Rebholz,4.1,244.4528885200563
[Nebbiolo],Langhe,Italien,Dante Rivetti,3.7,249
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Larose-Trintaudon,3.8,247.8035982317232
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine Bois de Boursan,4.1,250
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Corte Archi,4.1,245.71871218890826
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Venezia Giulia,Italien,Vodopivec,4,253.1647337703903
[Pinot Noir],Savigny-lès-Beaune,Frankrig,Domaine du Prieuré,4,249
"[Shiraz/Syrah,Cabernet Sauvignon,Merlot,Zinfandel]",Lodi,USA,Klinker Brick,3.9,249
[Chardonnay],Bourgogne,Frankrig,Matrot,3.9,249
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta da Sequeira,3.7,255
[Riesling],Mosel,Tyskland,Forstmeister Geltz-Zilliken,4.1,245.71871218890826
"[Shiraz/Syrah,Grenache,Mourvedre]",Lirac,Frankrig,Alain Jaume,3.9,244.97411003076004
[Zinfandel],Sonoma County,USA,Valley of the Moon,3.8,249
[Viognier],Condrieu,Frankrig,Domaine Faury,4.1,245.71871218890826
[Shiraz/Syrah],Sta. Rita Hills,USA,Black Sheep Finds,4,249
[Chardonnay],Bourgogne Aligoté,Frankrig,Francois Carillon,3.8,249
[Pinot Noir],Patagonia,Argentina,Chacra,4.2,249
"[Chenin Blanc,Sauvignon Blanc]",Sancerre,Frankrig,Domaine Pierre Martin,4,249
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Valserrano,4.1,249
[Pedro Ximenez],Montilla-Moriles,Spanien,Equipo Navazos,4,250
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Croix Cardinale,3.9,241
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Pape Clément,4,241.25109924001902
[Pinot Noir],Ahr,Tyskland,Jean Stodden,4,241.9957013981672
"[Sangiovese,Montepulciano]",Rosso Conero Riserva,Italien,Garofoli,4.1,252.12229074898283
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Il Marroneto,3.9,241.9957013981672
[Riesling],Alsace Grand Cru 'Saering',Frankrig,Dirler-Cadé,3.9,241.25109924001902
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Siro Pacenti,4,249
[Sauvignon Blanc],Cape Point,Sydafrika,Cape Point Vineyards,4.2,244.8996498149452
[Riesling],Alsace Grand Cru 'Kessler',Frankrig,Dirler-Cadé,4,241.25109924001902
"[Hárslevelű,Furmint]",Tokaj,Ungarn,Disznókó,4.3,249
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Pontet-Fumet,4,245.71871218890826
[Riesling],Mosel,Tyskland,Maximin Grünhaus,4.1,249
[Grüner Veltliner],Wagram,Østrig,Fritsch,4.1,249
[Pinot Noir],Baden,Tyskland,Ziereisen,4.1,253.1647337703903
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Croix Cardinale,3.9,245
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Carmignano,Italien,Piaggia,4.1,249
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Le Mesnil-sur-Oger',Frankrig,Jean Pernet,3.8,253.1647337703903
[Nebbiolo],Barolo,Italien,Cascina Massara - Burlotto Gian Carlo,3.9,250
[Barbera],Barbera d'Asti,Italien,Cascina Valle Asinari,4,249
[Shiraz/Syrah],Barossa Valley,Australien,Penfolds,4,251.30322837501978
"[Chardonnay,Aligoté]",Pouilly-Fuissé,Frankrig,Sylvaine et Alain Normand,4,249
[Nebbiolo],Barbaresco,Italien,Lodali,4.2,248
[Riesling],Mosel,Tyskland,Weingut Nik Weis - St. Urbans-Hof,4.2,253.1647337703903
"[Chardonnay,Aligoté]",Pouilly-Loché,Frankrig,Clos des Rocs,4,250
[Pinot Noir],Givry 1er Cru 'Clos Salomon',Frankrig,Domaine du Clos Salomon,4,245.71871218890826
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Prieuré-Lichine,3.9,250
[Riesling],Alsace Grand Cru 'Eichberg',Frankrig,Paul Schneider,4,255
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Stellenbosch,Sydafrika,Vergelegen,4,252.7924326913162
"[Viognier,Roussanne,Marsanne]",Saint-Joseph,Frankrig,Domaine Courbis,3.9,250
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Mouton Cadet,3.5,253.1647337703903
[Chardonnay],Chablis Premier Cru,Frankrig,Domaine William Fèvre,4,252.7924326913162
"[Sauvignon Blanc,Sémillon,Muscadelle]",Sauternes,Frankrig,Vignobles Bernard Reglat,3.7,245
[Chardonnay],Bourgogne,Frankrig,Pierre Labet - François Labet,3.8,250
[Chardonnay],Russian River Valley,USA,Lake Sonoma,3.9,249
"[Shiraz/Syrah,Grenache,Mourvedre]",Ventoux,Frankrig,Clos de Trias,4,245
[Sangiovese],Brunello di Montalcino,Italien,Val di Suga,4,252.7924326913162
[Cabernet Sauvignon],Jonkershoek Valley,Sydafrika,Neil Ellis,4.1,244.97411003076004
[Nebbiolo],Barolo,Italien,Cascina Massara - Burlotto Gian Carlo,3.9,250
"[Shiraz/Syrah,Grenache,Mourvedre]",Saint-Chinian,Frankrig,Laurent Miquel,4.2,249
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Avize',Frankrig,Le Brun Servenay,3.7,252
"[Cabernet Franc,Pinot Noir,Gamay,Grolleau]",Sancerre,Frankrig,Gérard Millet,4.2,249
[Barbera],Barbera del Monferrato Superiore,Italien,Azienda Agricola Accornero,4,241.9957013981672
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Borges,4.3,242
"[Malvasia,Fiano,Catarratto Bianco]",Irpinia,Italien,Quintodecimo,4.2,251.30322837501978
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Lusseau,4,249
"[Sangiovese,Canaiolo Nero]",Vino Nobile di Montepulciano,Italien,Le Bèrne,4,249
[Chardonnay],Bourgogne,Frankrig,Château de Bel Avenir,3.8,249
[Nebbiolo],Barolo,Italien,Bovio,4.1,249.962944490353
[Chardonnay],Monterey,USA,Wrath,4.1,249
[Nebbiolo],Langhe,Italien,Pelissero,3.9,244.97411003076004
[Nebbiolo],Barbaresco,Italien,Ca’ del Baio,4,249
[Chardonnay],Clare Valley,Australien,Taylors / Wakefield,4,255
[Pinot Noir],Bourgogne,Frankrig,Mark Haisma,3.8,249
[Riesling],Mosel,Tyskland,Schloss Lieser,4,253.1647337703903
[Pinot Noir],Central Otago,New Zealand,Coal Pit,4.1,250.0086546956665
[Blaufränkisch],Niederösterreich,Østrig,Wohlmuth,3.7,250
[Pinot Noir],Bourgogne,Frankrig,Parent,3.7,249
[Pinot Noir],Willamette Valley,USA,Archery Summit,4.3,249
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château du Moulin Rouge,3.7,244.4528885200563
"[Chenin Blanc,Sauvignon Blanc]",Sancerre,Frankrig,Hubert Brochard,3.7,250
[Cabernet Franc],Stellenbosch,Sydafrika,Keermont,4.2,245.71871218890826
[Pinot Noir],Baden,Tyskland,Enderle & Moll,3.8,241.9957013981672
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Mouton Cadet,4,249.44172297964928
[Nebbiolo],Langhe,Italien,La Vedetta,3.9,249
[Nebbiolo],Barolo,Italien,Cascina Sòt,4.1,250
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,Cantina Bolzano / Kellerei Bozen,4.2,252.7924326913162
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Podere Monastero,4.2,249.44172297964928
[Chardonnay],Russian River Valley,USA,Walter Hansel,4.1,249
"[Trebbiano,Garganega]",Soave Superiore,Italien,Tenuta di Corte Giacobbe,4,250
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,W. & J. Graham's,4.3,249
[Pinot Noir],Gevrey-Chambertin,Frankrig,Domaine Tortochot,4,253
[Pinot Noir],Bourgogne,Frankrig,Maison Henri Boillot,3.9,253.1647337703903
"[Cabernet Franc,Pinot Noir,Gamay,Grolleau]",Sancerre,Frankrig,Pascal Jolivet,3.9,241.25109924001902
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Clos de la Cure,4,249
"[Chenin Blanc,Sauvignon Blanc]",Sancerre,Frankrig,Gérard Millet,4,249
"[Chardonnay,Aligoté]",Pouilly-Fuissé,Frankrig,Domaine Jean-Paul Paquet & Fils,4,249
[Nebbiolo],Barbaresco,Italien,Lodali,4.2,248
[Nebbiolo],Barolo,Italien,Cascina Massara - Burlotto Gian Carlo,3.9,250
"[Chenin Blanc,Sauvignon Blanc]",Sancerre,Frankrig,Gérard Millet,4,249
[Tempranillo],Ribera del Duero,Spanien,Balbas,3.9,245
[Trebbiano],Lazio,Italien,Le Coste,4,250
"[Sauvignon Blanc,Sémillon,Muscadelle]",Bordeaux,Frankrig,Château Prieuré-Lichine,3.8,250
[Pinot Noir],Franken,Tyskland,Rudolf Fürst,3.8,241.9957013981672
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Taylor's,4.2,250
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Grand Barrail Lamarzelle Figeac,3.9,247.8035982317232
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,J. Hofstätter,3.9,245.71871218890826
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Cellier des Princes,4,249
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône-Villages,Frankrig,Château Maucoil,3.9,249
[Shiraz/Syrah],Cornas,Frankrig,Franck Balthazar,4,250
[Pinot Noir],Sydtyrol - Alto Adige,Italien,Peter Zemmer,4.1,248
[Shiraz/Syrah],McLaren Vale,Australien,Château Reynella,4.1,249
"[Viognier,Roussanne,Marsanne,Grenache Blanc,Clairette,Bourboulenc]",Châteauneuf-du-Pape,Frankrig,Château Mont-Redon,4,249
[Riesling],Nahe,Tyskland,Gut Hermannsberg,4.1,252.7924326913162
[Riesling],Alsace Grand Cru 'Kirchberg de Barr',Frankrig,Eugene Klipfel,4,249
[Chardonnay],Bourgogne,Frankrig,Paul Pernot,3.8,250
[Nebbiolo],Barolo,Italien,Giovanni Rosso,4.1,245.71871218890826
[Shiraz/Syrah],McLaren Vale,Australien,Mitolo,4,249
"[Chardonnay,Aligoté]",Rully,Frankrig,Domaine Belleville,4,249
"[Viognier,Roussanne,Marsanne,Grenache Blanc,Clairette,Bourboulenc]",Châteauneuf-du-Pape,Frankrig,Domaine Duclaux,4.1,250
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Barros,4.3,249
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Grand Corbin-Despagne,4,245.71871218890826
"[Sangiovese,Canaiolo Nero]",Vino Nobile di Montepulciano,Italien,Boscarelli,4.1,245.64425197309342
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Riecine,4.1,249
[Pinot Noir],Yamhill-Carlton District,USA,Angela Vineyards,4.2,253.68595528109407
[Pinot Noir],Santenay,Frankrig,Louis Jadot,3.8,254.15
[Albariño],Rías Baixas,Spanien,Agro de Bazán,4.1,249
"[Cabernet Sauvignon,Cabernet Franc,Merlot]",Szekszárd,Ungarn,Dúzsi Tamás,3.9,249
"[Touriga Nacional,Tinta Roriz,Touriga Francesa]",Douro,Portugal,Quinta do Vale Meão,4.1,245.34641110983415
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Malescot St. Exupery,4.1,247.8035982317232
"[Chardonnay,Aligoté]",Pouilly-Fuissé,Frankrig,Domaine Saumaize-Michelin,4.1,245
"[Nebbiolo,Barbera,Dolcetto]",Roero,Italien,Pace,3.9,255
[Zinfandel],Mendocino,USA,Brutocao Family Vineyards,3.7,250
[Chardonnay],Coastal Region,Sydafrika,Hartenberg,4.2,245.34641110983415
[Shiraz/Syrah],Stellenbosch,Sydafrika,Peter Falke,4,245.34641110983415
"[Shiraz/Syrah,Grenache,Mourvedre]",Gigondas,Frankrig,Pierre Amadieu,4,250
"[Sangiovese,Canaiolo Nero]",Vino Nobile di Montepulciano,Italien,Il Molinaccio di Montepulciano,4,245.71871218890826
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Stellenbosch,Sydafrika,Haskell,4.2,252.7924326913162
"[Chardonnay,Pinot Noir]",Mendocino County,USA,Scharffenberger,3.8,249
[Pinot Noir],Patagonia,Argentina,Chacra,4.2,250
[Nebbiolo],Barolo,Italien,Cascina Massara - Burlotto Gian Carlo,3.9,250
[Chenin Blanc],Citrusdal Mountain,Sydafrika,Cederberg,4.3,244.97411003076004
"[Chardonnay,Aligoté]",Pouilly-Fuissé,Frankrig,Cornin,4.1,245.71871218890826
[Chardonnay],Russian River Valley,USA,Gehricke,3.9,249
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Ségur de Cabanac,3.9,249
"[Shiraz/Syrah,Grenache,Mourvedre]",Gigondas,Frankrig,Domaine des Espiers,4,249
[Chardonnay],Saint-Bris,Frankrig,Domaine Les Temps Perdus - Clotilde Davenne,3.8,250
[Chardonnay],Stetten (Franken),Tyskland,Rudolf Fürst,4,249.44172297964928
"[Chenin Blanc,Sauvignon Blanc]",Pouilly-Fumé,Frankrig,Domaine Chatelain,4.1,249
"[Grenache,Tempranillo]",Catalunya,Spanien,Artesano Vintners,3.7,250
[Tempranillo],Ribera del Duero,Spanien,Dominio de Pingus,4.2,249.95
[Pinot Noir],Bourgogne,Frankrig,Morey-Coffinet,3.8,249.5
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Grand-Pey-Lescours,3.9,247.8035982317232
[Riesling],Mosel,Tyskland,Maximin Grünhaus,4.1,245.71871218890826
[Pinot Blanc],Pfalz,Tyskland,Philipp Kuhn,4.2,253.1647337703903
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Château de Manissy,4.2,255
"[Nebbiolo,Barbera,Dolcetto]",Trentino-Alto Adige,Italien,Tiefenbrunner,4.2,245.34641110983415
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Bel Air Gloria,3.7,247.8035982317232
[Pinot Noir],Savigny-lès-Beaune,Frankrig,Domaine du Prieuré,4,249
[Riesling],Rheinhessen,Tyskland,Weingut Gunderloch,3.9,253.1647337703903
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Médoc,Frankrig,Clos Manou,3.9,247.8035982317232
"[Chardonnay,Gewürztraminer,Riesling,Grauburgunder,Silvaner,Kerner,Weissburgunder,Huxelrebe]",Hessische Bergstrasse,Tyskland,Griesel & Compagnie,3.9,245.71871218890826
"[Shiraz/Syrah,Cabernet Sauvignon,Cariñena,Garnacha]",Montsant,Spanien,Celler de L'Era,4.2,250
[Chardonnay],Bourgogne Aligoté,Frankrig,Domaine Ballorin,3.6,250
[Pinot Noir],Baden,Tyskland,Aufricht,3.9,254
"[Shiraz/Syrah,Grenache,Mourvedre]",Ventoux,Frankrig,Vindemio,3.8,250
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine du Galet des Papes,4.2,249
