grapes,region,country,winery,rating,price,ratings_count,name 
[Shiraz/Syrah],Cornas,Frankrig,Lombard,3.8,342.51699274817514,94,Lombard Cornas Cru Septentrional 2014
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Remírez de Ganuza,4.2,342.66591317980476,1420,Remírez de Ganuza Rioja Viña Coqueta 2013
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Haut Gravet,3.9,335,2253,Château Haut Gravet Saint-Émilion Grand Cru 2014
[Pinot Noir],Gevrey-Chambertin,Frankrig,Domaine Coillot,4.1,337.5,789,Domaine Coillot Gevrey-Chambertin Vieilles Vignes 2019
[Nebbiolo],Barolo,Italien,Sordo,3.9,335.0709711666931,362,Sordo Barolo Monvigliero 2013
[Nebbiolo],Barbaresco,Italien,Francesco Versio,4,335.0709711666931,371,Francesco Versio Barbaresco 2017
[Nebbiolo],Barolo,Italien,Giacomo Grimaldi,4.1,333.8299675697794,585,Giacomo Grimaldi Sotto Castello di Novello Barolo 2011
[Chenin Blanc],Savennières,Frankrig,Nicolas Joly,4,335.0709711666931,4661,Nicolas Joly Les Vieux Clos 2020
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Crasto,4.1,335,1374,Quinta do Crasto Vintage Port 2007
[Pinot Noir],Maranges,Frankrig,Domaine Bachey-Legros,4.1,339.5,247,Domaine Bachey-Legros Vieilles Vignes Maranges 2019
[Riesling],Nahe,Tyskland,Emrich-Schönleber,4.2,335.0709711666931,818,Emrich-Schönleber Frühlingsplätzchen Riesling GG 2018
[Pinot Noir],Gevrey-Chambertin,Frankrig,Domaine des Beaumont,4.1,342.51699274817514,730,Domaine des Beaumont Vieilles Vignes Gevrey-Chambertin 2015
[Pinot Noir],Baden,Tyskland,Salwey,4,335.0709711666931,284,Salwey GG Eichberg Spätburgunder 2017
[Chardonnay],Marsannay,Frankrig,René Bouvier,3.9,339,1186,René Bouvier Monopole Marsannay 'Le Clos' 2019
[Pinot Noir],Ahr,Tyskland,Meyer - Näkel,4.1,335.0709711666931,446,Meyer - Näkel Neuenahrer Sonnenberg Spätburgunder GG 2017
[Pinot Noir],Mercurey,Frankrig,Dominique Derain,4,335.2198915983227,515,Dominique Derain Mercurey 'La Plante Chassey' 2015
[Riesling],Nahe,Tyskland,Dönnhoff,4.1,339,1008,Dönnhoff Norheimer Kirschheck Riesling Spätlese 2019
"[Sauvignon Blanc,Sémillon,Muscadelle]",Pessac-Léognan,Frankrig,Château Smith Haut-Lafitte,4,339,473,Château Smith Haut-Lafitte Le Petit Haut Lafitte Pessac-Léognan Blanc 2018
[Riesling],Pfalz,Tyskland,Ökonomierat Rebholz,4.2,342.51699274817514,907,Ökonomierat Rebholz Ganz Horn Im Sonnenschein GG 2018
[Zweigelt],Burgenland,Østrig,Umathum,4.1,334.69867008761895,685,Umathum Ried Hallebühl Zweigelt Frauenkirchner 2015
[Pinot Noir],Pfalz,Tyskland,Knipser,4.3,335.0709711666931,1248,Knipser Kirschgarten Spatburgunder GG 2018
[Pinot Noir],Mercurey,Frankrig,Albert Sounit,4.1,339,1012,Albert Sounit Vieilles Vignes Mercurey 2019
[Riesling],Mosel,Tyskland,FIO,3.9,335.0709711666931,198,FIO Riesling 2015
[Nebbiolo],Barolo,Italien,Sordo,4,335.0709711666931,112,Sordo Barolo Villero 2013
[Riesling],Pfalz,Tyskland,Ökonomierat Rebholz,4.2,335.9644937564709,907,Ökonomierat Rebholz Ganz Horn Im Sonnenschein GG 2017
[Shiraz/Syrah],Sta. Rita Hills,USA,Ampelos,4,335,609,Ampelos Gamma (The Complex) Syrah 2012
[Pinot Noir],Nuits-Saint-Georges,Frankrig,Domaine Daniel Rion & Fils,4,335.0709711666931,423,Domaine Daniel Rion & Fils Nuits-Saint-Georges 'Les Grandes Vignes' 2017
[Nebbiolo],Barbaresco,Italien,Cantina del Pino,4.1,335.0709711666931,1671,Cantina del Pino Barbaresco Ovello 2017
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Maynard's,3.9,336,191,Maynard's Vintage Port 2016
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,J. Lassalle,4.4,332.5,51,J. Lassalle Réserve des Grandes Années Premier Cru Brut Rosé Champagne N.V.
[Cabernet Franc],Stellenbosch,Sydafrika,Keermont,4.2,335.0709711666931,116,Keermont Pondok Rug Cabernet Franc 2016
[Pinot Noir],Baden,Tyskland,Salwey,4,335.0709711666931,284,Salwey GG Eichberg Spätburgunder 2018
[Pinotage],Voor Paardeberg,Sydafrika,Vondeling Wines,4.3,335.0709711666931,326,Vondeling Wines Bowwood Pinotage 2017
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Clos Saint Martin,4.2,342.51699274817514,1208,Château Clos Saint Martin Saint-Émilion Grand Cru (Grand Cru Classé) 2004
[Pinot Noir],Elgin,Sydafrika,Kershaw,4.2,335.0709711666931,498,Kershaw Pinot Noir (Clonal Selection) 2019
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Émilion Grand Cru,Frankrig,Château Barde-Haut,4,342.51699274817514,6431,Château Barde-Haut Saint-Émilion Grand Cru (Grand Cru Classé) 2018
[Nebbiolo],Barolo,Italien,Sobrero,4.3,335.0709711666931,190,Sobrero Parussi 2015
[Gamay],Fleurie,Frankrig,Julie Balagny,4,335,391,Julie Balagny Cayenne Fleurie 2020
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Médoc,Frankrig,Château La Cardonne,3.8,335.0709711666931,6995,Château La Cardonne Médoc 1983
[Nebbiolo],Barbaresco,Italien,Luigi Oddero,3.9,334.3263690085449,472,Luigi Oddero Rombone Barbaresco 2018
[Grenache],Madrid,Spanien,Bernabeleva,3.7,335.0709711666931,467,Bernabeleva Garnacha de Viña Bonita 2014
[Pinot Noir],Nuits-Saint-Georges,Frankrig,Michel Gros,4,335.0709711666931,1191,Michel Gros Nuits-Saint-Georges 2018
[Pinot Noir],Mercurey 1er Cru 'Les Naugues',Frankrig,Domaine Jeannin Naltet,3.9,339,287,Domaine Jeannin Naltet Mercurey 1er Cru 'Les Naugues' 2018
[Nebbiolo],Barbaresco,Italien,Montaribaldi,4.1,335.0709711666931,742,Montaribaldi Sorì Montaribaldi Barbaresco 2009
[Nebbiolo],Barolo,Italien,Vite Colte,4.2,332.83716469224845,414,Vite Colte Essenze Barolo Riserva 2010
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Piaggia,4.2,342.51699274817514,1476,Piaggia Poggio de’Colli Cabernet Franc Toscana 2010
[Nebbiolo],Barbaresco,Italien,La Vedetta,4.2,342.51699274817514,81,La Vedetta Cà Grossa Barbaresco 2018
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,G. Tribaut,4.2,341.77239059002693,786,G. Tribaut Millésime Brut Champagne Premier Cru 2015
"[Grenache Blanc,Bourboulenc]",La Clape,Frankrig,Château l'Hospitalet,4.1,334.3263690085449,1891,Château l'Hospitalet Grand Vin La Clape Blanc 2020
[Pinot Noir],Bourgogne,Frankrig,Alex Gambal,3.8,339,886,Alex Gambal Cuvée les Deux Papis Bourgogne Pinot Noir 2020
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Tellier,4.1,341.77239059002693,73,Tellier Les Massales Extra Brut Champagne 2016
[Riesling],Nahe,Tyskland,Emrich-Schönleber,4.2,335.0709711666931,818,Emrich-Schönleber Frühlingsplätzchen Riesling GG 2019
[Pinot Noir],Baden,Tyskland,Ziereisen,4.1,335.0709711666931,345,Ziereisen Jaspis Pinot Noir 2012
[Chardonnay],Bourgogne,Frankrig,Domaine Marc Morey & Fils,4,335.0709711666931,514,Domaine Marc Morey & Fils Bourgogne Blanc 2018
[Cabernet Sauvignon],Penedès,Spanien,Familia Torres,4.2,335.0709711666931,22966,Familia Torres Mas La Plana Cabernet Sauvignon 1991
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Santenay,Frankrig,Domaine Bachey-Legros,4.1,335,178,Domaine Bachey-Legros Santenay 'En Charron' 2015
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Contea di Sclafani,Italien,Tasca d'Almerita,4.2,335.0709711666931,5564,Tasca d'Almerita Rosso del Conte 2000
[Pinot Gris],Alsace Grand Cru 'Brand',Frankrig,Josmeyer,4.2,339,372,Josmeyer Pinot Gris Grand Cru Brand 2013
[Pinot Noir],Russian River Valley,USA,Bogle,3.9,340,187,Bogle Reserve Pinot Noir 2018
[Grüner Veltliner],Wachau,Østrig,Frischengruber,4.3,339,118,Frischengruber Grüner Veltliner Smaragd Ried Kreuzberg 2018
[Pinot Noir],Overberg,Sydafrika,Crystallum,4.2,335.0709711666931,862,Crystallum Mabalel Pinot Noir 2021
[Shiraz/Syrah],Wahluke Slope,USA,K Vintners,4,331.42801999999614,1698,K Vintners The Deal Syrah 2019
[Blaufränkisch],Südburgenland,Østrig,Groszer Wein,4,340.39164144999603,171,Groszer Wein Saybritz Blaufränkisch 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château La Ganne,4.1,339,493,Château La Ganne Pomerol 2018
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Saint-Aubin Premier Cru,Frankrig,Joseph Drouhin,4,335.0709711666931,140,Joseph Drouhin Saint-Aubin Premier Cru 2018
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Olivier Horiot,4.1,335.0709711666931,479,Olivier Horiot Sève En Barmont Blanc de Noirs Champagne 2014
"[Chardonnay,Aligoté]",Pouilly-Fuissé,Frankrig,Château Fuissé,4.1,334.3263690085449,528,Château Fuissé Les Combettes Pouilly-Fuissé 2018
"[Chardonnay,Pinot Gris,Pinot Blanc,Aligoté]",Santenay,Frankrig,Louis Jadot,4,339,946,Louis Jadot Santenay Clos de Malte Blanc 2018
[Nebbiolo],Ghemme,Italien,Torraccia del Piantavigna,4.1,335.0709711666931,176,Torraccia del Piantavigna Ghemme Riserva 2012
[Sangiovese],Brunello di Montalcino,Italien,La Fornace,4.3,335.2,354,La Fornace Brunello di Montalcino Riserva 2011
[Riesling],Alsace,Frankrig,Marcel Deiss,4.1,335.0709711666931,109,Marcel Deiss Riesling Vendanges Tardives 2012
[Riesling],Nahe,Tyskland,Emrich-Schönleber,4.2,335.0709711666931,818,Emrich-Schönleber Frühlingsplätzchen Riesling GG 2020
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Bollinger,4.3,359.95,57360,Bollinger Special Cuvée Brut Aÿ Champagne N.V.
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Deutz,4.1,349,26897,Deutz Classic Brut Champagne N.V.
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Henri Giraud,4,359,5931,Henri Giraud Esprit Nature Champagne N.V.
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Cramant',Frankrig,Diebolt - Vallois,4.1,359.95,5329,Diebolt - Vallois Prestige Brut Champagne Grand Cru 'Cramant' N.V.
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Tenuta San Guido,4.1,349.95,48875,Tenuta San Guido Guidalberto 2018
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Duval-Leroy,3.8,349,3071,Duval-Leroy Réserve Brut Champagne N.V.
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Grand Cru 'Le Mesnil-sur-Oger',Frankrig,Pierre Moncuit,4,350,2516,Pierre Moncuit Hugues de Coulmet Blanc de Blancs Brut Champagne Grand Cru 'Le Mesnil-sur-Oger' N.V.
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Allegrini,4.3,350,26740,Allegrini Amarone della Valpolicella Classico 2012
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,La Rioja Alta,4.3,354.4,4543,La Rioja Alta Viña Arana Gran Reserva 2014
[Cabernet Sauvignon],Horse Heaven Hills,USA,Chateau Ste. Michelle,3.9,359,4961,Chateau Ste. Michelle Canoe Ridge Estate Cabernet Sauvignon 2018
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Cattier,3.8,349.95,1964,Cattier Brut Champagne Premier Cru N.V.
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Boizel,3.8,353.3,1817,Boizel Brut Réserve Champagne N.V.
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Ployez-Jacquemart,4.1,349,1651,Ployez-Jacquemart Extra Quality Brut Champagne N.V.
[Chardonnay],Napa Valley,USA,Black Stallion,4,349,7337,Black Stallion Chardonnay 2019
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Drappier,4,349.95,1327,Drappier Pinot Noir Brut Nature Rosé Champagne N.V.
"[Shiraz/Syrah,Cabernet Sauvignon,Cariñena,Garnacha]",Montsant,Spanien,Acustic Celler,3.9,350,8231,Acustic Celler Acústic Negre 2016
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Champagne de Saint-Gall,3.9,349,1157,Champagne de Saint-Gall Tradition Brut Champagne Premier Cru N.V.
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne Premier Cru,Frankrig,Champagne de Saint-Gall,3.9,359,1080,Champagne de Saint-Gall Blanc de Blancs Brut Champagne Premier Cru N.V.
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château Belgrave,4,349,14536,Château Belgrave Haut-Médoc (Grand Cru Classé) 2014
[Cabernet Sauvignon],Franschhoek,Sydafrika,Boekenhoutskloof,4.3,350,5316,Boekenhoutskloof Cabernet Sauvignon Franschhoek 2015
[Cabernet Sauvignon],Franschhoek,Sydafrika,Boekenhoutskloof,4.3,350,5316,Boekenhoutskloof Cabernet Sauvignon Franschhoek 2014
[Zinfandel],Dry Creek Valley,USA,Ridge Vineyards,4.1,359,7930,Ridge Vineyards East Bench Zinfandel 2017
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pessac-Léognan,Frankrig,Château Carbonnieux,4,359,15458,Château Carbonnieux Pessac-Léognan 2013
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Philippe Prié,3.9,359,829,Philippe Prié Tradition Brut Champagne N.V.
[Shiraz/Syrah],Swartland,Sydafrika,Boekenhoutskloof,4.2,350,5235,Boekenhoutskloof Syrah 2016
[Shiraz/Syrah],Barossa Valley,Australien,Two Hands,4.2,349.95,9113,Two Hands Bella's Garden Shiraz 2015
[Cabernet Sauvignon],Franschhoek,Sydafrika,Boekenhoutskloof,4.3,350,5316,Boekenhoutskloof Cabernet Sauvignon Franschhoek 2016
"[Verdelho,Sercial,Malmsey,Boal Branco,Terrantez]",Madeira,Portugal,Barbeito,4.1,349,676,Barbeito 10 Years Old Reserva Verdelho N.V.
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Pietradolce,3.9,347.25,2862,Pietradolce Contrada Rampante Etna Rosso 2017
"[Verdelho,Sercial,Malmsey,Boal Branco,Terrantez]",Madeira,Portugal,Barbeito,4.1,349,659,Barbeito 10 Years Old Reserva Velha Malvasia N.V.
"[Verdelho,Sercial,Malmsey,Boal Branco,Terrantez]",Madeira,Portugal,Barbeito,4,349,657,Barbeito 10 Years Old Reserva Velha Boal N.V.
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Etna,Italien,Passopisciaro,4,349,6546,Passopisciaro Passorosso 2016
[Tempranillo],Ribera del Duero,Spanien,Casa Rojo,4.1,349,7049,Casa Rojo Alexander vs. The Ham Factory 2018
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Lugana,Italien,Zenato,4.2,349,4531,Zenato Lugana Sergio Riserva 2016
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Gaja,4.1,349.95,43073,Gaja Ca'Marcanda Promis Toscana 2020
[Sangiovese],Brunello di Montalcino,Italien,Altesino,4.2,349,21588,Altesino Brunello di Montalcino 2017
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Domaine des Sénéchaux,4.2,349,10568,Domaine des Sénéchaux Châteauneuf-du-Pape 2018
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Saint-Estèphe,Frankrig,Château Calon-Ségur,3.9,349.95,11016,Château Calon-Ségur Marquis de Calon Saint-Estèphe 2018
[Shiraz/Syrah],Swartland,Sydafrika,Boekenhoutskloof,4.2,350,5235,Boekenhoutskloof Syrah 2017
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Forget Chemin,3.9,349,524,Forget Chemin Carte Blanche Brut Champagne N.V.
[Shiraz/Syrah],Swartland,Sydafrika,Boekenhoutskloof,4.2,350,5235,Boekenhoutskloof Syrah 2014
[Chardonnay],Chablis,Frankrig,Olivier Leflaive,3.9,350,2034,Olivier Leflaive Chablis 'Les Deux Rives' 2018
[Cabernet Sauvignon],Napa Valley,USA,Starmont,3.9,349,8508,Starmont Cabernet Sauvignon 2018
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Colchagua Valley,Chile,Viu Manent,4.3,350,704,Viu Manent Viu 8 Cuvée Infinito 2016
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Fonterutoli,4.1,352.1,12174,Fonterutoli Chianti Classico Gran Selezione 2018
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Friuli Isonzo,Italien,Vie di Romans,4.2,347.7,3381,Vie di Romans Vieris Sauvignon Blanc 2018
[Cabernet Sauvignon],Franschhoek,Sydafrika,Boekenhoutskloof,4.3,350,5316,Boekenhoutskloof Cabernet Sauvignon Franschhoek 2017
[Barbera],Barbera d'Asti,Italien,Scarpa,4.1,349,5997,Scarpa I Bricchi Barbera d'Asti 2018
[Barbera],Barbera d'Alba,Italien,Aldo Conterno,4.1,349,4535,Aldo Conterno Barbera d'Alba Conca Tre Pile 2017
[Pinot Noir],Yamhill-Carlton District,USA,Résonance,4.1,349,1737,Résonance Résonance Vineyard Pinot Noir 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château La Cabanne,4,349.95,5490,Château La Cabanne Pomerol 2012
[Nebbiolo],Barolo,Italien,Luigi Einaudi,4.1,350,2618,Luigi Einaudi Terlo Barolo 2010
[Nebbiolo],Langhe,Italien,Reverdito,3.8,350,1682,Reverdito Langhe Nebbiolo Simane 2018
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône-Villages 'Seguret',Frankrig,Mourchon,3.8,350,2261,Mourchon Tradition Côtes-du-Rhône-Villages 'Seguret' 2017
[Chardonnay],Patagonia,Argentina,Chacra,4.2,350,1515,Chacra Mainqué Chardonnay 2020
[Mourvedre],Jumilla,Spanien,Juan Gil,4.5,349,2378,Juan Gil Bruto 2019
[Chardonnay],Patagonia,Argentina,Chacra,4.2,350,1515,Chacra Mainqué Chardonnay 2018
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Petra,4.2,349,4845,Petra Petra Toscana (Suvereto) 2017
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Boekenhoutskloof,4.4,350,1282,Boekenhoutskloof Cabernet Sauvignon Stellenbosch 2017
[Nebbiolo],Barbaresco,Italien,Michele Chiarlo,4,359,4079,Michele Chiarlo Barbaresco Reyna 2017
[Shiraz/Syrah],Saint-Joseph,Frankrig,E. Guigal,4.2,350,2011,E. Guigal Saint-Joseph Lieu-Dit 2016
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Taylor's,4.3,349,4205,Taylor's Quinta de Vargellas Vintage Port 2015
"[Shiraz/Syrah,Grenache,Mourvedre]",Jumilla,Spanien,Casa Castillo,4,359.95,3700,Casa Castillo Las Gravas 2019
[Shiraz/Syrah],Swartland,Sydafrika,Boekenhoutskloof,4.2,350,5235,Boekenhoutskloof Syrah 2018
[Chardonnay],Napa Valley,USA,Stag's Leap Wine Cellars,4.1,349,11660,Stag's Leap Wine Cellars KARIA Chardonnay 2020
[Verdejo],Castilla y León,Spanien,Tomás Postigo,4.2,360,1391,Tomás Postigo Fermentado En Barrica Blanco 2018
[Pinot Noir],Napa Valley,USA,Belle Glos,4.4,349,2014,Belle Glos Eulenloch Pinot Noir 2018
[Nebbiolo],Langhe,Italien,E. Pira & Figli,4,350,1331,E. Pira & Figli Langhe Nebbiolo 2017
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Tupungato,Argentina,Riglos,4.2,350,3259,Riglos Gran Corte 2017
[Cabernet Sauvignon],Dominio de Valdepusa,Spanien,Marqués de Griñon,4.1,350,2526,Marqués de Griñon Cabernet Sauvignon 2016
"[Corvina,Rondinella,Corvinone]",Amarone della Valpolicella Classico,Italien,Le Salette,4.3,349,3043,Le Salette La Marega Amarone della Valpolicella Classico 2016
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Baron Albert,4,359,211,Baron Albert La Pimpante Blanc de Blancs Fûts Champagne N.V.
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Venezia Giulia,Italien,Lis Neris,4,360,2019,Lis Neris Venezia Giulia Picol 2015
[Tempranillo],Ribera del Duero,Spanien,Telmo Rodriguez,4.2,350,1748,Telmo Rodriguez Matallana 2016
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Mas Doix,4.1,349.95,5160,Mas Doix Salanques 2018
[Chardonnay],Chablis 1er Cru 'Vau de Vey',Frankrig,Jean-Marc Brocard,4,350,2475,Jean-Marc Brocard Chablis Premier Cru 'Vau de Vey' 2019
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Boekenhoutskloof,4.4,350,1282,Boekenhoutskloof Cabernet Sauvignon Stellenbosch 2018
[Pinot Noir],Sydtyrol - Alto Adige,Italien,Tramin,4.1,350,1112,Tramin Maglen Pinot Noir Riserva 2018
[Riesling],Alsace,Frankrig,Hugel,4.3,349,1319,Hugel Riesling Grossi Laüe 2012
[Tempranillo],Ribera del Duero,Spanien,Telmo Rodriguez,4.2,350,1748,Telmo Rodriguez Matallana 2015
[Shiraz/Syrah],Saint-Joseph,Frankrig,Louis Chèze,4.3,359,1138,Louis Chèze Anges Saint-Joseph 2017
"[Chardonnay,Pinot Noir,Pinot Meunier]",England,Storbritannien,Simpsons,4.1,349.95,278,Simpsons Flint Fields Blanc de Noirs 2018
[Riesling],Mosel,Tyskland,Clemens Busch,4.2,350,941,Clemens Busch Marienburg Rothenpfad GG 2016
[Grenache],Cariñena,Spanien,Mas de Mancuso,4.1,349,291,Mas de Mancuso Garnacha 2016
[Shiraz/Syrah],Barossa Valley,Australien,Two Hands,4.2,350,9113,Two Hands Bella's Garden Shiraz 2019
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Arceno,4.3,349,579,Arceno Strada al Sasso Chianti Classico Gran Selezione 2017
[Riesling],Alsace Grand Cru,Frankrig,Domaine Weinbach,4.2,350,779,Domaine Weinbach Clos des Capucins Cuvée Colette Riesling Alsace 2016
[Pinot Noir],Elgin,Sydafrika,Paul Cluver,4.2,349,1022,Paul Cluver Seven Flags Pinot Noir 2017
[Montepulciano],Montepulciano d'Abruzzo,Italien,Torre dei Beati,4.1,350,1260,Torre dei Beati Mazzamurello Montepulciano d'Abruzzo 2017
[Chardonnay],Walker Bay,Sydafrika,Creation,4,350,736,Creation Reserve Chardonnay 2019
[Shiraz/Syrah],Saint-Joseph,Frankrig,E. Guigal,4.2,350,2011,E. Guigal Saint-Joseph Lieu-Dit 2018
[Shiraz/Syrah],Barossa Valley,Australien,Kaesler,4.1,359,2973,Kaesler The Bogan 2018
"[Shiraz/Syrah,Cabernet Sauvignon,Grenache,Carignan]",Priorat,Spanien,Portal del Priorat,4.2,350,1741,Portal del Priorat Clos del Portal Somni 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Margaux,Frankrig,Château Bellevue de Tayac,4.1,349.95,1301,Château Bellevue de Tayac Margaux 2016
[Chardonnay],Chablis 1er Cru 'Fourchaume',Frankrig,La Chablisienne,4.1,349.95,5758,La Chablisienne Chablis 1er Cru 'Fourchaume' 2019
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Haut-Médoc,Frankrig,Château La Lagune,4.2,358,18959,Château La Lagune Haut-Médoc (Grand Cru Classé) 2019
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Tardieu-Laurent,4.1,350,2079,Tardieu-Laurent Châteauneuf-du-Pape 2017
[Grüner Veltliner],Wachau,Østrig,Weingut Knoll,4,350,1822,Weingut Knoll Ried Kreutles Loibner Grüner Veltliner Smaragd 2020
"[Shiraz/Syrah,Grenache,Mourvedre]",Gigondas,Frankrig,Pierre Amadieu,4.1,350,1986,Pierre Amadieu Le Pas de L'Aigle Terroir d'Exception Gigondas Grande Réserve 2017
"[Chardonnay,Pinot Noir,Pinot Meunier]",Champagne,Frankrig,Mandois,4.2,349.95,241,Mandois Blanc de Noirs Brut Champagne 2015
"[Chardonnay,Gewürztraminer,Riesling,Grauburgunder,Silvaner,Kerner,Weissburgunder,Huxelrebe]",Mosel,Tyskland,Markus Molitor,4.1,359,111,Markus Molitor Prestige Zéro Dosage Riesling Sekt 2008
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pauillac,Frankrig,Château Haut-Bages Monpelou,4.1,349,4228,Château Haut-Bages Monpelou Pauillac 2016
[Nebbiolo],Langhe,Italien,E. Pira & Figli,4,350,1331,E. Pira & Figli Langhe Nebbiolo 2019
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Podere San Cristoforo,4.1,347.95,732,Podere San Cristoforo Petit Verdot Toscana 2018
[Tempranillo],Toro,Spanien,Alonso del Yerro,4,349,891,Alonso del Yerro Paydos Toro 2015
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Pomerol,Frankrig,Château du Domaine de l'Eglise,4.1,359,3311,Château du Domaine de l'Eglise Pomerol 2016
[Chardonnay],Santa Barbara County,USA,Au Bon Climat,4.1,350,888,Au Bon Climat Chardonnay Los Alamos Vineyard 2019
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Aglianico del Vulture,Italien,Paternoster,3.9,349,393,Paternoster Rotondo 2012
"[Sauvignon Blanc,Sémillon,Muscadelle]",Barsac,Frankrig,Château Doisy-Daëne,4.2,349,5402,Château Doisy-Daëne Barsac (Grand Cru Classé) 2018
"[Shiraz/Syrah,Mourvedre,Counoise,Cinsaut,Vaccareze,Muscardin]",Châteauneuf-du-Pape,Frankrig,Château de Nalys,4.2,350,1186,Château de Nalys Saintes Pierres de Nalys Châteauneuf-du-Pape Rouge 2018
