grapes,region,country,winery,rating,price,ratings_count,name 
[Chenin Blanc],Cape South Coast,Sydafrika,Gabriëlskloof,3.8,103.12739890352664,631,Gabriëlskloof Chenin Blanc 2020
[Chardonnay],Stellenbosch,Sydafrika,Eikendal,3.6,93.07526976852586,915,Eikendal Janina Unwooded Chardonnay 2020
"[Cabernet Sauvignon,Malbec]",Mendoza,Argentina,Dieter Meier,3.9,102.01049566630434,3701,Dieter Meier Puro Malbec - Cabernet 2020
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Morellino di Scansano,Italien,Antonio Camillo,3.6,93.07526976852586,609,Antonio Camillo Morellino di Scansano 2020
[Pinot Noir],Californien,USA,Sand Point,3.4,99,748,Sand Point Pinot Noir 2018
[Sauvignon Blanc],Rueda,Spanien,Montespina,3.6,99.95,1263,Montespina Sauvignon 2020
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Médoc,Frankrig,Château Gravat,3.6,99,517,Château Gravat Médoc 2014
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Viña Bujanda,3.8,102.75509782445253,1932,Viña Bujanda Rioja Reserva 2015
"[Cabernet Sauvignon,Merlot,Sangiovese]",Bolgheri,Italien,Podere Conca,4,104.24430214074896,450,Podere Conca Agapanto Bolgheri Rosso 2017
"[Gouveio,Rabigato,Malvasia Fina]",Porto,Portugal,Vista Alegre,3.6,95,115,Vista Alegre Fine White Porto N.V.
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Glenelly,3.6,95.68137732204457,2803,Glenelly The Glass Collection Cabernet Sauvignon 2019
[Chenin Blanc],Coastal Region,Sydafrika,The Grinder,3.5,95,773,The Grinder The Wild Olive Old Vine Chenin Blanc 2018
[Riesling],Nahe,Tyskland,Emrich-Schönleber,3.9,96.05367840111867,1444,Emrich-Schönleber Mineral Riesling Trocken 2014
[Pinot Noir],Tupungato,Argentina,Bodega Atamisque,3.7,95.30907624297048,1433,Bodega Atamisque Serbal Pinot Noir 2021
"[Nebbiolo,Barbera,Dolcetto]",Dolcetto d'Alba,Italien,Bruno Rocca,3.6,93.07526976852586,911,Bruno Rocca Trifolé Dolcetto d'Alba 2016
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Conti Capponi - Villa Calcinaia,3.8,100.52129135000791,1723,Conti Capponi - Villa Calcinaia Chianti Classico 2012
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Neethlingshof Estate,3.7,100.14899027093381,1653,Neethlingshof Estate Cabernet Sauvignon 2017
[Pinotage],Stellenbosch,Sydafrika,Radford Dale,3.5,99,469,Radford Dale Vinum Pinotage 2018
[Malbec],Tupungato,Argentina,Bodega Atamisque,3.6,95.30907624297048,4571,Bodega Atamisque Serbal Malbec 2021
[Shiraz/Syrah],Durbanville,Sydafrika,Diemersdal,3.8,94.19217300574816,1554,Diemersdal Shiraz 2019
"[Xarel-lo,Parellada,Trepat,Viura]",Cava,Spanien,Segura Viudas,3.6,99,111,Segura Viudas Cava Reserva Semi Seco N.V.
"[Malvasia,Fiano,Catarratto Bianco]",Terre Siciliane,Italien,Alessandro di Camporeale,3.7,95,1535,Alessandro di Camporeale Benede' Catarratto 2021
"[Shiraz/Syrah,Grenache,Mourvedre]",Côtes-du-Rhône,Frankrig,Domaine Charvin,3.7,102.75509782445253,3712,Domaine Charvin Côtes du Rhône 2020
[Blaufränkisch],Burgenland,Østrig,Umathum,3.5,93.07526976852586,762,Umathum Blaufränkisch 2017
[Shiraz/Syrah],Coastal Region,Sydafrika,Fairview,3.7,103.87200106167485,1631,Fairview Shiraz 2017
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Lugana,Italien,Feliciana,4,96.05367840111867,1886,Feliciana Felugan 2021
"[Malvasia,Fiano,Catarratto Bianco]",Paestum,Italien,San Salvatore,3.9,92.25620739456282,1081,San Salvatore Calpazio Greco Paestum 2020
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Andrian,4,96.42597948019278,2182,Andrian Floreado Sauvignon Blanc 2021
[Malbec],Mendoza,Argentina,Kaiken,3.7,99,11638,Kaiken Malbec 2019
[Pinot Grigio],Sydtyrol - Alto Adige,Italien,Nals Margreid,3.8,97.5428827174151,2243,Nals Margreid Hill Pinot Grigio 2021
"[Grenache Blanc,Bourboulenc]",Pays d'Oc,Frankrig,Domaines Astruc,3.6,99,1186,Domaines Astruc Chardonnay 2019
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Manincor,3.8,91.21376437315533,1187,Manincor La Manina 2021
[Barbera],Barbera d'Asti,Italien,Marchesi di Barolo,3.7,99,840,Marchesi di Barolo Rurè Barbera d'Asti 2019
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux,Frankrig,Sirius,3.4,99,5523,Sirius Bordeaux 2019
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Calabrien,Italien,Terre Nobili,4.1,93.07526976852586,1596,Terre Nobili Cariglio 2019
"[Arinto de Bucelas,Loureiro,Alvarinho,Azal,Avesso,Batoca]",Dão,Portugal,Evidência,3.8,95,384,Evidência Reserva Encruzado 2019
[Shiraz/Syrah],Western Cape,Sydafrika,Serengeti,3.2,99,502,Serengeti Shiraz 2017
[Chardonnay],Bourgogne,Frankrig,Domaine Borgeot,3.7,96.05367840111867,568,Domaine Borgeot Bourgogne Chardonnay 2018
[Chardonnay],Californien,USA,Morgan Bay Cellars,4,104.5,1497,Morgan Bay Cellars Chardonnay 2019
[Blaufränkisch],Mittelburgenland,Østrig,Gesellmann,3.6,95.97921818530385,566,Gesellmann Blaufränkisch vom Lehm 2017
[Riesling],Wiltingen,Tyskland,Reichsgraf von Kesselstatt,3.8,93.07526976852586,768,Reichsgraf von Kesselstatt Wiltinger Riesling Trocken 2018
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti,Italien,Donatella Cinelli Colombini,3.7,100,1435,Donatella Cinelli Colombini Fattoria Il Colle Chianti Superiore 2019
"[Nebbiolo,Barbera,Dolcetto]",Trentino,Italien,Ansitz Waldgries,3.8,102.53171717700808,949,Ansitz Waldgries St.Magdalener Classico 2019
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Montelciego,3.7,102.75509782445253,1703,Montelciego Gran Reserva 2012
[Merlot],Durbanville,Sydafrika,Diemersdal,3.7,103.87200106167485,1279,Diemersdal Merlot 2019
[Albariño],Rías Baixas,Spanien,Attis,3.9,96.87274077508171,1116,Attis Genio Y Figura Albariño 2021
[Sauvignon Blanc],Stellenbosch,Sydafrika,Thelema,3.7,91.95836653130354,1901,Thelema Sauvignon Blanc 2021
[Chenin Blanc],Western Cape,Sydafrika,Babylonstoren,3.6,96.42597948019278,1890,Babylonstoren Chenin Blanc 2021
"[Sangiovese,Montepulciano]",Colline Pescaresi,Italien,Pasetti,3.5,100,739,Pasetti Diecicoppe Rosso Colline Pescaresi 2017
[Riesling],Württemberg,Tyskland,Beurer,3.8,104.24430214074896,644,Beurer Riesling Trocken 2020
"[Trebbiano,Garganega]",Soave Classico,Italien,Tedeschi,3.6,99,905,Tedeschi Capitel Tenda Soave Classico 2019
[Pinot Gris],Rheinhessen,Tyskland,Juwel - Juliane Eller Weine,4,96.42597948019278,947,Juwel - Juliane Eller Weine Grauburgunder 2021
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Monica di Sardegna,Italien,Audarya,3.6,103.87200106167485,666,Audarya Monica di Sardegna 2019
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Puglia,Italien,Au,3.6,98.73424617045222,2411,Au Puglia 2014
[Barbera],Colli Tortonesi,Italien,Vigneti Massa,3.8,105,638,Vigneti Massa Sentieri 2016
"[Malvasia,Fiano,Catarratto Bianco]",Terre Siciliane,Italien,Tenute Orestiadi,3.4,95,969,Tenute Orestiadi Molino a Vento Grillo 2019
[Pinot Noir],Californien,USA,Lander-Jenkins,3.8,100,1505,Lander-Jenkins Pinot Noir 2019
"[Nebbiolo,Barbera,Dolcetto]",Dogliani,Italien,Boschis Francesco,3.7,99,493,Boschis Francesco Sorì San Martino Dogliani Superiore 2017
[Chenin Blanc],Vouvray,Frankrig,Les Roches Blanches,3.8,95,221,Les Roches Blanches Vouvray Blanc 2017
[Barbera],Barbera d'Asti,Italien,Luca Bosio,3.6,99,940,Luca Bosio Barbera d'Asti 2020
[Riesling],Pfalz,Tyskland,Ökonomierat Rebholz,3.7,93.07526976852586,1310,Ökonomierat Rebholz Riesling Trocken 2019
"[Shiraz/Syrah,Cabernet Sauvignon,Merlot,Zinfandel]",Monterey,USA,Pareto's Estate,3.6,100,376,Pareto's Estate Eighty20 Red Blend 2015
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Monica di Sardegna,Italien,Santadi,3.5,93,1484,Santadi Antigua Monica di Sardegna 2019
"[Trebbiano,Garganega]",Soave Classico,Italien,Bertani,3.8,96.79828055926689,2430,Bertani Soave-Bertani (Cav Giov. Batt. Bertani) (Vintage Edition) Soave 2020
[Moscato],Asti,Italien,Toso,3.5,99,95,Toso Asti Dolce N.V.
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,Alois Lageder,3.7,96.79828055926689,1171,Alois Lageder Merlot 2017
"[Shiraz/Syrah,Grenache,Mourvedre]",Saint-Chinian,Frankrig,Mas de Cynanque,3.7,93.07526976852586,338,Mas de Cynanque Plein Grès Saint-Chinian 2018
[Verdejo],Rueda,Spanien,Finca Montepedroso,3.7,100,2616,Finca Montepedroso Rueda Verdejo 2012
"[Nebbiolo,Barbera,Dolcetto]",Dolcetto d'Alba,Italien,Bruno Rocca,3.6,93.07526976852586,911,Bruno Rocca Trifolé Dolcetto d'Alba 2015
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta da Valeira,3.5,94.5,94,Quinta da Valeira Reserve Ruby Organic Port N.V.
[Sauvignon Blanc],Stellenbosch,Sydafrika,Vergelegen,3.7,94.93677516389637,1593,Vergelegen Sauvignon Blanc 2021
[Pinot Noir],Bourgogne,Frankrig,Domaine Dupré,3.5,100,541,Domaine Dupré Bourgogne Rouge (Pinot Noir) 2016
"[Grenache,Tempranillo]",Valencia,Spanien,De Moya,4,93.81987192667405,2898,De Moya María 2019
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Ricasoli,3.5,99,490,Ricasoli Toscana Rosso 2016
"[Grenache,Tempranillo]",Navarra,Spanien,Inurrieta,3.9,93.81987192667405,1390,Inurrieta Altos de Inurrieta Reserva 2017
[Shiraz/Syrah],Durbanville,Sydafrika,Diemersdal,3.8,96.05367840111867,1554,Diemersdal Shiraz 2020
[Riesling],Alsace,Frankrig,Domaine Gruss,3.8,103.42523976678592,603,Domaine Gruss Vieilles Vignes Riesling 2018
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Riviera Ligure di Ponente,Italien,Durin,3.6,104.54214300400824,945,Durin Pigato 2021
[Sauvignon Blanc],Walker Bay,Sydafrika,Bouchard Finlayson,3.7,94.19217300574816,945,Bouchard Finlayson Sauvignon Blanc 2020
"[Verdelho,Sercial,Malmsey,Boal Branco,Terrantez]",Madeira,Portugal,Ferraz,3.6,99,91,Ferraz Medium Rich Madeira N.V.
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Castillon - Côtes de Bordeaux,Frankrig,Château La Gasparde,3.7,96.42597948019278,1862,Château La Gasparde Côtes de Castillon 2016
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montepulciano,Italien,Boscarelli,3.7,99.77668919185972,2315,Boscarelli Rosso di Montepulciano Prugnolo 2021
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Lugana,Italien,Avanzi,3.8,96.05367840111867,2239,Avanzi Giovanni Avanzi Sirmione Lugana 2021
[Pinot Blanc],Sydtyrol - Alto Adige,Italien,Cantina Bolzano / Kellerei Bozen,3.8,95.30907624297048,623,Cantina Bolzano / Kellerei Bozen Dellago Weissburgunder 2020
[Cabernet Sauvignon],Western Cape,Sydafrika,Ernie Els,3.5,100.14899027093381,1487,Ernie Els Big Easy Cabernet Sauvignon 2019
"[Shiraz/Syrah,Grenache,Mourvedre]",Tavel,Frankrig,Domaine Maby,3.6,96.42597948019278,994,Domaine Maby Prima Donna Tavel 2020
"[Baga,Castelao]",Península de Setúbal,Portugal,Casa Ermelinda Freitas,3.9,103.87200106167485,2035,Casa Ermelinda Freitas Cabernet Sauvignon Reserva 2019
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Graves,Frankrig,Yvon Mau,3.6,99,481,Yvon Mau Revelations d'Hubert de Bouard Château Dorleac Graves 2018
[Grüner Veltliner],Weinviertel,Østrig,Gruber Röschitz,3.7,99,2130,Gruber Röschitz Weinviertel Grüner Veltliner 2020
[Cabernet Franc],Stellenbosch,Sydafrika,Morgenster Estate,4,93.07526976852586,880,Morgenster Estate Cabernet Franc 2020
"[Shiraz/Syrah,Grenache,Mourvedre]",Grès de Montpellier,Frankrig,Château Haut Blanville,4,99,749,Château Haut Blanville Grande Cuvée Rouge 2016
[Shiraz/Syrah],Valle de Casablanca,Chile,Villard,4.3,103.49969998260075,1234,Villard Tanagra Syrah 2018
"[Nebbiolo,Barbera,Dolcetto]",Dolcetto d'Alba,Italien,Bruno Rocca,3.6,93.07526976852586,911,Bruno Rocca Trifolé Dolcetto d'Alba 2017
"[Malvasia,Fiano,Catarratto Bianco]",Terre Siciliane,Italien,Marco de Bartoli,3.8,100.59575156582274,1588,Marco de Bartoli Lucido 2021
[Müller-Thurgau],Sydtyrol - Alto Adige,Italien,Cantina Kurtatsch,3.9,96.42597948019278,459,Cantina Kurtatsch Graun Müller Thurgau 2016
[Pinot Blanc],Neusiedlersee-Hügelland,Østrig,Prieler,3.7,96.05367840111867,662,Prieler Seeberg Pinot Blanc 2020
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Rosso di Montalcino,Italien,Bartoli Giusti,3.6,99,1149,Bartoli Giusti Tenuta Comunali Rosso di Montalcino 2019
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,St. Michael-Eppan,3.9,99.0320870337115,896,St. Michael-Eppan De Piano 2013
[Pinot Noir],Pfalz,Tyskland,Emil Bauer & Söhne,3.7,93.81987192667405,350,Emil Bauer & Söhne If you Can't be Happy at Least you can be Drunk With my Noir! 2018
"[Shiraz/Syrah,Grenache,Mourvedre]",Minervois,Frankrig,Le Clos des Jarres,3.7,95,592,Le Clos des Jarres Abrensis 2017
"[Trebbiano,Garganega]",Soave Classico,Italien,Nardello,3.7,99,699,Nardello Meridies Soave Classico 2019
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Puisseguin-Saint-Émilion,Frankrig,Famille Lannoye,3.6,96.79828055926689,1235,Famille Lannoye Château Lanbersac Puisseguin-Saint-Émilion 2016
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Le Filigare,3.8,103.42523976678592,848,Le Filigare Chianti Classico 2019
[Sauvignon Blanc],Constantia,Sydafrika,Klein Constantia,3.8,99,5646,Klein Constantia Sauvignon Blanc 2021
"[Touriga Nacional,Touriga Franca,Tinta Roriz]",Porto,Portugal,Quinta do Silval,3.9,99,85,Quinta do Silval Magalhães Reserve Tawny Port N.V.
[Pinot Gris],Pfalz,Tyskland,Villa Wolf,3.8,99,5851,Villa Wolf Pinot Gris 2021
[Primitivo],Puglia,Italien,Gran Sasso,3.8,91.5,4184,Gran Sasso Primitivo Puglia Edizione Limitata Terra Vera 2021
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,Andrian,3.8,100.52129135000791,1836,Andrian Rubeno Lagrein 2021
[Merlot],Darling,Sydafrika,Darling Cellars,3.4,103.49969998260075,881,Darling Cellars Six Tonner Merlot Reserve 2018
"[Nebbiolo,Barbera,Dolcetto]",Sydtyrol - Alto Adige,Italien,J. Hofstätter,3.6,103.49969998260075,2139,J. Hofstätter Joseph Lagrein Alto Adige 2020
"[Grenache,Tempranillo]",Alicante,Spanien,Bodegas Arraez,3.6,100,2643,Bodegas Arraez Bala Perdida Alicante Bouschet 2019
[Riesling],Mosel,Tyskland,Van Volxem,3.9,100.52129135000791,6715,Van Volxem Saar Riesling 2021
[Cortese],Gavi,Italien,Ricossa,3.6,100.8191322132672,1136,Ricossa Gavi 2020
[Sauvignon Blanc],Mallorca,Spanien,Castell Miquel,4,94.86231494808155,920,Castell Miquel Stairway To Heaven Sauvignon Blanc 2021
"[Malvasia,Fernao Pires]",Palmela,Portugal,Casa Ermelinda Freitas,4,105,325,Casa Ermelinda Freitas Dona Ermelinda Reserva Branco 2018
[Gewürztraminer],Sydtyrol - Alto Adige,Italien,Cantina Bolzano / Kellerei Bozen,3.8,96.42597948019278,7690,Cantina Bolzano / Kellerei Bozen Gewürztraminer 2021
[Sauvignon Blanc],Durbanville,Sydafrika,Nitída,3.7,99,1063,Nitída Sauvignon Blanc 2020
[Barbera],Barbera del Monferrato,Italien,Azienda Agricola Accornero,3.9,95.68137732204457,1652,Azienda Agricola Accornero Giulin 2019
[Pinot Blanc],Mosel,Tyskland,Van Volxem,4,96.05367840111867,1430,Van Volxem Weissburgunder 2021
"[Shiraz/Syrah,Grenache,Mourvedre]",Corbières,Frankrig,Château Trillol,3.7,103.87200106167485,2344,Château Trillol Corbières Rouge 2014
"[Nebbiolo,Barbera,Dolcetto]",Trentino,Italien,Ansitz Waldgries,3.8,104.16984192493413,949,Ansitz Waldgries St.Magdalener Classico 2020
[Zweigelt],Burgenland,Østrig,Umathum,3.6,93.07526976852586,3030,Umathum Zweigelt 2019
[Zinfandel],Lodi,USA,Cycles Gladiator,3.7,96.75,1638,Cycles Gladiator Zinfandel 2016
"[Shiraz/Syrah,Grenache,Mourvedre]",Det sydlige Rhône,Frankrig,Domaine Gres St. Vincent,3.7,99.95,671,Domaine Gres St. Vincent Signargues Côtes du Rhône Villages 2020
[Cabernet Sauvignon],Stellenbosch,Sydafrika,Neethlingshof Estate,3.7,96.42597948019278,1653,Neethlingshof Estate Cabernet Sauvignon 2018
[Cortese],Gavi,Italien,Michele Chiarlo,3.8,98.52327555897689,3852,Michele Chiarlo Le Marne Gavi 2020
"[Sangiovese,Trebbiano,Canaiolo Nero,Malvasia Nera]",Chianti Classico,Italien,Cappone,3.7,103.49969998260075,704,Cappone Chianti Classico 2018
[Sauvignon Blanc],Uco Valley,Argentina,Andeluna,3.5,99,487,Andeluna 1300 Sauvignon Blanc 2017
[Montepulciano],Montepulciano d'Abruzzo,Italien,Collefrisio,4,95,976,Collefrisio Vignaquadra Montepulciano d'Abruzzo 2016
"[Sangiovese,Montepulciano]",Montefalco,Italien,Pardi,3.7,99,1136,Pardi Montefalco Rosso 2019
"[Nebbiolo,Barbera,Dolcetto]",Dolcetto d'Alba,Italien,Pelissero,3.5,93.07526976852586,564,Pelissero Dolcetto D'Alba Augenta 2016
[Shiraz/Syrah],McLaren Vale,Australien,d'Arenberg,3.6,100.52129135000791,1909,d'Arenberg The Love Grass Shiraz 2019
"[Grenache,Tempranillo]",Terra Alta,Spanien,Celler Piñol,3.8,99,1052,Celler Piñol Sa Natura 2014
"[Aragonez,Castelao,Trincadeira]",Alentejo,Portugal,Paulo Laureano,3.7,103.49969998260075,264,Paulo Laureano Vinhas Velhas Tinto 2017
[Sauvignon Blanc],Marlborough,New Zealand,Waka,3.7,99,584,Waka Sauvignon Blanc 2018
"[Sangiovese,Montepulciano]",Colline Pescaresi,Italien,Pasetti,3.5,100,739,Pasetti Diecicoppe Rosso Colline Pescaresi 2018
"[Primitivo,Aglianico,Negroamaro,Nero d'Avola]",Salento,Italien,Cantina Sampietrana,4.3,103.49969998260075,1323,Cantina Sampietrana Settebraccia 2017
[Cabernet Sauvignon],Langhorne Creek,Australien,Heartland,3.7,96.42597948019278,1911,Heartland Cabernet Sauvignon 2018
[Pinotage],Stellenbosch,Sydafrika,Laibach,3.9,98,903,Laibach Pinotage 2017
[Blaufränkisch],Burgenland,Østrig,Ernst Triebaumer,3.6,102.75509782445253,413,Ernst Triebaumer Rust Blaufränkisch Ried Gmärk Trocken 2018
[Trebbiano],Maremma Toscana,Italien,Rocca delle Macìe,3.8,96.42597948019278,1173,Rocca delle Macìe Campomaccione Vermentino Maremma Toscana 2020
[Tempranillo],Toro,Spanien,Quinta de la Quietud,3.7,100.59575156582274,2985,Quinta de la Quietud Corral de Campanas 2019
"[Cabernet Sauvignon,Merlot,Sangiovese,Canaiolo Nero]",Toscana,Italien,Luiano,3.5,98,390,Luiano Rosso Assai Sangiovese Toscana 2018
[Zweigelt],Weinviertel,Østrig,Johannes Zillinger,3.8,98.2874848755633,514,Johannes Zillinger Velue Zweigelt 2019
"[Cabernet Sauvignon,Malbec]",Mendoza,Argentina,Pascual Toso,3.8,100,939,Pascual Toso Barrancas Toso Red 2014
[Pinot Blanc],Pfalz,Tyskland,Dr. Bürklin-Wolf,3.7,96.05367840111867,813,Dr. Bürklin-Wolf Weissburgunder Trocken 2019
[Pinot Noir],Ahr,Tyskland,Jean Stodden,3.5,104.16984192493413,1067,Jean Stodden Spätburgunder 2012
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux Supérieur,Frankrig,Vignobles Freylon,3.6,100,602,Vignobles Freylon Chateau des Joualles Bordeaux Supérieur 2016
"[Cabernet Sauvignon,Cabernet Franc,Malbec,Merlot,Petit Verdot,Carménère]",Bordeaux Supérieur,Frankrig,Jean-Louis Trocard,3.7,95,402,Jean-Louis Trocard Château Trocard Monrepos Bordeaux Supérieur 2012
"[Arinto de Bucelas,Loureiro,Alvarinho,Azal,Avesso,Batoca]",Vinho Verde,Portugal,J. Cabral Almeida Wines,3.8,99,1043,J. Cabral Almeida Wines Camaleão Loureiro - Alvarinho 2019
"[Chenin Blanc,Sauvignon Blanc]",Menetou-Salon,Frankrig,Domaine Philippe Gilbert,3.8,103.49969998260075,1669,Domaine Philippe Gilbert Menetou-Salon Blanc 2020
[Pinot Grigio],Sydtyrol - Alto Adige,Italien,Peter Zemmer,3.8,95,2847,Peter Zemmer Pinot Grigio 2021
"[Shiraz/Syrah,Cabernet Sauvignon]",Stellenbosch,Sydafrika,Hartenberg,3.7,103.87200106167485,4687,Hartenberg Cabernet Sauvignon - Shiraz 2019
[Pinot Noir],Ahr,Tyskland,Julia Bertram,3.7,96.05367840111867,1310,Julia Bertram Handwerk Spätburgunder 2019
[Chardonnay],Stellenbosch,Sydafrika,Edgebaston,3.8,96.05367840111867,497,Edgebaston Chardonnay 2019
"[Tempranillo,Graciano,Garnacha]",Rioja,Spanien,Vista Alegre,3.4,99,972,Vista Alegre Carrizal Reserva 2016
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Cantina Bolzano / Kellerei Bozen,3.8,100.52129135000791,570,Cantina Bolzano / Kellerei Bozen Chardonnay Kleinstein 2020
[Shiraz/Syrah],Stellenbosch,Sydafrika,Dornier,3.8,103.49969998260075,362,Dornier Siren Syrah 2017
[Melon de Bourgogne],Muscadet-Sevre et Maine,Frankrig,Pépière,3.7,103.49969998260075,721,Pépière Les Gras Moutons Muscadet Sèvre et Maine Sur Lie 2018
[Cortese],Gavi,Italien,Broglia,3.9,91.21376437315533,5577,Broglia La Meirana Gavi di Gavi 2021
[Cabernet Sauvignon],Langhorne Creek,Australien,Heartland,3.7,96.05367840111867,1911,Heartland Cabernet Sauvignon 2017
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Sydtyrol - Alto Adige,Italien,Tiefenbrunner,3.8,99.70222897604489,710,Tiefenbrunner Turmhof Chardonnay 2014
[Barbera],Barbera d'Alba,Italien,Seghesio,3.8,99,819,Seghesio Barbera d'Alba 2019
[Zinfandel],Lake County,USA,Xanthos,3.6,99,247,Xanthos Fly By Zinfandel 2018
[Pinot Grigio],delle Venezie,Italien,Ferro13,3.8,95,1012,Ferro13 The Lady Pinot Grigio 2018
[Chardonnay],Sydøstlige Australien,Australien,McPherson,3.3,101.25,507,McPherson Catriona McPherson Chardonnay 2019
[Touriga Nacional],Dão,Portugal,Casa de Mouraz,4,103.49969998260075,334,Casa de Mouraz Chibu 2019
[Riesling],Rheingau,Tyskland,Allendorf,3.7,100,225,Allendorf Winkeler Riesling Trocken 2020
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Roero,Italien,Matteo Correggia,3.6,95.68137732204457,2877,Matteo Correggia Roero Arneis 2021
"[Arneis,Pinot Blanc,Cortese,Tocai Friulano]",Lugana,Italien,Bulgarini,4.1,96.42597948019278,1272,Bulgarini 010 Lugana 2021
[Barbera],Barbera d'Alba,Italien,Brezza,3.6,100.52129135000791,664,Brezza Santa Rosalia Barbera d'Alba 2018
